Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Chief Engineer, Kanpur Nagar Nigam","Chief Engineer Office, Kanpur Nagar Nigam, Motijheel, Kanpur",24-Apr-2026 09:00 AM,05-May-2026 04:00 PM,24-Apr-2026 09:00 AM,05-May-2026 03:00 PM,NA ,NA ,24-Apr-2026 09:00 AM,05-May-2026 03:00 PM,590.0,Nil,Nil,No,"38,312",No,percentage,10.0%,Nil,Nil,1.0,SBI Bank,Construction of nala and stone work from fazalganj bihari basti knt building Under Ward-20 Zone-5,Construction of nala and stone work from fazalganj bihari basti knt building Under Ward-20 Zone-5,Please refer Tender documents. ,NA ,"3,83,118",Civil Works,NA ,Tender,90.0,NA ,Ward 20,208001.0,NA ,NA ,NA ,Zonal Office Zone-5,No ,No,"Kanpur Municipal Corporation, Kanpur, UP",1545/A.A.5/25-26,2026_NNKAN_1141157_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ to be filled by vendor,AOC,Municipal Commissioner SIR,Internal,,Dinesh Prasad,26-May-2026 10:31 AM,finsummary_2130880.pdf (14957.79 KB),Municipal Commissioner SIR,Internal,,Dinesh Prasad,26-May-2026 10:26 AM,techsummary_2130880.pdf (14957.79 KB),10-Jun-2026,"INR 383,118",30.0,Dinesh Prasad,21-Jun-2026 02:22 PM,L1.pdf (251.00 KB),1.0,6081781.0,M/S ANAND SHEKHAR BAJPAI,INR,"383,118","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1141157_1,1545/A.A.5/25-26,Construction of nala and stone work from fazalganj bihari basti knt building Under Ward-20 Zone-5,1,6081781,M/S ANAND SHEKHAR BAJPAI,04-May-2026 11:42 PM,Accepted-AOC,Agreement work complete,21-Jun-2026 02:22 PM,Finance,Open,KAMALESH KUMAR PATEL,10-May-2026 01:36 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pending work affidavit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6081785,M/s S P COnstruction,04-May-2026 11:18 PM,Rejected-Finance,L-2,26-May-2026 10:31 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6080456,M/s Trayambakam Enterprises,04-May-2026 01:26 PM,Rejected-Finance,L-3,26-May-2026 10:31 AM,,,,,,,AOC
