Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,1658/RED/Tender/2025-26 Dated 12-02-2026,2026_REDUP_1124924_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"44,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,sbd,Karewa me Munnu Dubey ke dukan se Primari School hotr hue Tunni Dhube ke ghar tak cc Road ka Work,Karewa me Munnu Dubey ke dukan se Primari School hotr hue Tunni Dhube ke ghar tak cc Road ka Work,Please refer Tender documents. ,NA ,"21,85,000",Civil Works,NA ,Tender,90.0,90.0,Mirzapur,231001.0,NA ,NA ,NA ,Executive Engineer RED Division Mirzapur,No ,No,14-Mar-2026 10:00 AM,24-Mar-2026 12:30 PM,14-Mar-2026 10:00 AM,23-Mar-2026 12:00 PM,NA ,NA ,14-Mar-2026 10:00 AM,23-Mar-2026 12:00 PM,07-Apr-2026 12:00 PM,1.0,SBI Bank,944.0,Nil,Nil,No,EXECUTIVE ENGINEER,Near Jahnvi Hotel Putlighar Mirzapur,AOC,EE,Internal,DAOAE,Vimal Kumar,30-Mar-2026 05:57 PM,07-Apr-2026 12:00 PM,techsummary_2096571.pdf (270.09 KB),Finance,finan,Lalita Verma,07-Apr-2026 04:03 PM,,BOQ Comparative Chart,EE,Internal,dao,Vimal Kumar,06-Jun-2026 06:13 PM,finsummary_2096571.pdf (22.87 KB),Technical,tech,Vimal Kumar,28-Mar-2026 05:01 PM,,1,5990558,MAA GAYTRI CONSTRUCTION,20-Mar-2026 01:51 PM,Rejected-Finance,l2,06-Jun-2026 06:13 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1124924_4,1658/RED/Tender/2025-26 Dated 12-02-2026,Karewa me Munnu Dubey ke dukan se Primari School hotr hue Tunni Dhube ke ghar tak cc Road ka Work,1.0,5990382.0,M/S VINDHYA CONSTRUCTION,INR,"2,183,773",06-Jun-2026,"INR 2,183,773",90.0,Vimal Kumar,06-Jun-2026 06:16 PM,vindhya.pdf (280.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5990382,M/S VINDHYA CONSTRUCTION,20-Mar-2026 01:40 PM,Accepted-AOC,AOC,06-Jun-2026 06:16 PM,,,,,,,,,,,,,,,,AOC
