Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,All Bids are admitted,Tota Ram,21-Apr-2026 06:58 PM,,BOQ Comparative Chart,1,6005646,M/S M.S.ENTERPRISES,25-Mar-2026 08:46 AM,Accepted-AOC,AOC issue,04-Jun-2026 08:05 PM,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1127710_1,105/AA-Tr/24-25,Table top speed breaker work on the road behind St. Francis Gurudwara by the traffic department.,1.0,6005646.0,M/S M.S.ENTERPRISES,INR,"213,121",11-May-2026,"INR 213,121",30.0,MEENAKSHI AGARWAL,04-Jun-2026 08:05 PM,Gumti_gurudwara_Breaker_AOC.pdf (311.00 KB),AOC issue,EE tr,Internal,EE TR,MEENAKSHI AGARWAL,26-Apr-2026 12:59 PM,techsummary_2103312.pdf (44.15 KB),EE tr,Internal,EE tr,MEENAKSHI AGARWAL,26-Apr-2026 01:59 PM,finsummary_2103312.pdf (44.15 KB),AOC,19-Mar-2026 04:25 PM,25-Mar-2026 04:00 PM,19-Mar-2026 04:25 PM,25-Mar-2026 03:00 PM,NA ,NA ,19-Mar-2026 04:25 PM,25-Mar-2026 03:00 PM,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"Chief Engineer, KNN","Chief Engineer Office, KNN, Motijheel",Table top speed breaker work on the road behind St. Francis Gurudwara by the traffic department.,Table top speed breaker work on the road behind St. Francis Gurudwara by the traffic department.,Please refer Tender documents. ,NA ,"2,50,732",Civil Works,NA ,Tender,90.0,30.0,ward-37,208001.0,NA ,NA ,NA ,"Chief Engineer Office, KNN, Motijheel",No ,No,590.0,Nil,Nil,No,1.0,SBI Bank,"25,073",No,percentage,10.0%,Nil,Nil,"Kanpur Municipal Corporation, Kanpur, UP",105/AA-Tr/24-25,2026_NNKAN_1127710_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,6006583,OMKAR CONTRACTORS,25-Mar-2026 11:30 AM,Rejected-Finance,Not Selected in Lottery,26-Apr-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Scan copy of pending work affidavit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
