Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
02-Jul-2026,"INR 1,337,730.3",90.0,Satyaprakash Mishra,02-Jul-2026 09:23 PM,1161816_2.pdf (1037.00 KB),1,6215425,MAHENDRA SINGH,23-Jun-2026 07:43 PM,Accepted-AOC,AWARD OF CONTRACT,02-Jul-2026 09:23 PM,1.0,6215425.0,MAHENDRA SINGH,INR,"1,337,730.3",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1161816_2,Notice No. 518 date 01-06-2026,Construction of interlocking and drain rajapur ganga nagar lane no. 14 phoolchandra sahu house to abhay mishra house,Technical,d,Satyaprakash Mishra,30-Jun-2026 03:36 PM,,Er SP Mishra,Internal,,Satyaprakash Mishra,02-Jul-2026 09:21 PM,finsummary_2177838.pdf (1036.71 KB),Finance,d,Satyaprakash Mishra,02-Jul-2026 07:09 PM,,BOQ Comparative Chart,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,01-Jul-2026 12:08 PM,02-Jul-2026 01:00 PM,techsummary_2177838.pdf (764.50 KB),AOC,"27,000",No,fixed,,Nil,Nil,Construction of interlocking and drain rajapur ganga nagar lane no. 14 phoolchandra sahu house to abhay mishra house,Construction of interlocking and drain rajapur ganga nagar lane no. 14 phoolchandra sahu house to abhay mishra house,Please refer Tender documents. ,NA ,"13,41,000",Civil Works,NA ,Tender,90.0,90.0,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,eeredallahabad,eeredallahabad,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 518 date 01-06-2026,2026_REDUP_1161816_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,18-Jun-2026 06:55 PM,25-Jun-2026 01:00 PM,18-Jun-2026 06:55 PM,24-Jun-2026 05:00 PM,NA ,NA ,18-Jun-2026 06:55 PM,24-Jun-2026 05:00 PM,02-Jul-2026 01:00 PM,1,Fee/PreQual/Technical,.pdf,pdf,"2,500",Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,2,6215399,m/s dinesh singh,23-Jun-2026 08:17 PM,Rejected-Finance,Reject,02-Jul-2026 09:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,xls,,,,,,,AOC
