Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,2026_REDUP_1148973_1,55/EE RED/ 2026-27 DATE- 07.04.2026,V.K. GHORAWAL KE GRAM MASI ADINATH PUJAN MAURYA KE GHAR SE FEKU MAURYA KE GHAR TAK SAMPARK MARGE KA NIRMAN,1.0,6128589.0,ram awadh construction,INR,"3,321,655.144",1,6128600,MAA ANNAPURNA CONSTRUCTION,20-May-2026 03:36 PM,Rejected-Finance,L2,25-Jun-2026 03:13 PM,28-Jul-2026,"INR 3,321,655.144",90.0,Sanjay Srivastava,28-Jul-2026 12:27 PM,masi.pdf (197.00 KB),l1,EE,Internal,AE DAO,Jayprakash Dhawan,25-Jun-2026 03:13 PM,finsummary_2150763.pdf (197.41 KB),Technical,ATTACHED,Jayprakash Dhawan,12-Jun-2026 12:53 PM,technical_2150763.pdf,EE,Internal,AE DAO,Jayprakash Dhawan,12-Jun-2026 12:56 PM,15-Jun-2026 12:00 PM,techsummary_2150763.pdf (569.52 KB),Finance,attached,Jayprakash Dhawan,25-Jun-2026 03:11 PM,finance_2150763.pdf,BOQ Comparative Chart,AOC,V.K. GHORAWAL KE GRAM MASI ADINATH PUJAN MAURYA KE GHAR SE FEKU MAURYA KE GHAR TAK SAMPARK MARGE KA NIRMAN,V.K. GHORAWAL KE GRAM MASI ADINATH PUJAN MAURYA KE GHAR SE FEKU MAURYA KE GHAR TAK SAMPARK MARGE KA NIRMAN,as per nit and t1 ,NA ,,Civil Works,T ,Tender,90.0,90.0,ghorawal,231216.0,NA ,NA ,NA ,EE RED,No ,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,55/EE RED/ 2026-27 DATE- 07.04.2026,2026_REDUP_1148973_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,tech doc,"80,000",No,fixed,,Nil,Nil,15-May-2026 06:00 PM,21-May-2026 12:00 PM,15-May-2026 06:00 PM,21-May-2026 09:00 AM,NA ,NA ,15-May-2026 06:00 PM,21-May-2026 09:00 AM,15-Jun-2026 12:00 PM,"2,704",Nil,Nil,No,EE RED,URMORA SONBHADRA,AOC
,,,,,,,,,2,6128589,ram awadh construction,20-May-2026 04:17 PM,Accepted-AOC,l1,28-Jul-2026 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,fc doc,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6128971,SHRI RAM CONSTRUCTION,20-May-2026 03:51 PM,Rejected-Finance,L3,25-Jun-2026 03:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
