Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
05-Jun-2026,"INR 291,024.97",20.0,NAVNEET KUMAR,03-Jul-2026 11:04 AM,Firo.pdf (528.00 KB),AOC,1.0,6145346.0,JANGE SINGH THEKEDAR,INR,"291,024.97","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||EE SSK Division-28 Haidergarh",2026_UPIDC_1150480_3,01/EE/2026-27,AS PER TENDER NOTICE-01 LOT-03,1,6145346,JANGE SINGH THEKEDAR,27-May-2026 02:09 PM,Accepted-AOC,L1,03-Jul-2026 11:04 AM,Finance,Summary Uploaded,NAVNEET KUMAR,01-Jun-2026 05:56 PM,finance_2154433.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Executive Engineer,NAVNEET KUMAR,01-Jun-2026 01:22 PM,01-Jun-2026 03:00 PM,techsummary_2154433.pdf (501.06 KB),Technical,Summary Uploaded,NAVNEET KUMAR,01-Jun-2026 01:19 PM,technical_2154433.pdf,EXECUTIVE ENGINEER,Internal,EXECUTIVE ENGINEER,NAVNEET KUMAR,01-Jun-2026 06:01 PM,finsummary_2154433.pdf (211.10 KB),AOC,767.0,Nil,Nil,No,21-May-2026 11:00 AM,29-May-2026 03:00 PM,21-May-2026 11:00 AM,29-May-2026 01:00 PM,NA ,NA ,21-May-2026 11:00 AM,29-May-2026 01:00 PM,01-Jun-2026 03:00 PM,1.0,SBI Bank,Executive Engineer,"Executive Engineer, Sharda Sahayak Division-28, Haidergarh, Barabanki.","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||EE SSK Division-28 Haidergarh",01/EE/2026-27,2026_UPIDC_1150480_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AS PER TENDER NOTICE-01 LOT-03,AS PER TENDER NOTICE-01 LOT-03,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,20.0,Haidargarh,225124.0,NA ,NA ,NA ,Haidargarh,No ,No,"9,700",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,6136108,M/S ASHISH KUMAR,28-May-2026 09:37 PM,Rejected-Finance,L5,01-Jun-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6150490,M/S Kamlesh Kumar Singh,29-May-2026 12:52 AM,Rejected-Finance,L2,01-Jun-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6146602,M/s Pradeep Kumar Singh,28-May-2026 06:07 PM,Rejected-Finance,L3,01-Jun-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6149352,M/S RAKESH KUMAR SINGH THEKEDAR,29-May-2026 08:57 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Jun-2026 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6133511,M/S SINGH CONSTRUCTION,26-May-2026 05:21 PM,Rejected-Finance,L4,01-Jun-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
