Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,11/SE RED Gorakhpur/Kushinagar/26-27 Dt 02/04/2026,2026_REDUP_1150414_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,714",Nil,Nil,No,"Under District Kushinagar, Construction of CC road from the house of Ramkola village Basdilla Jatti Gond to the link road of Awadhesh Gond, Lot No 12","Under District Kushinagar, Construction of CC road from the house of Ramkola village Basdilla Jatti Gond to the link road of Awadhesh Gond, Lot No 12",Please refer Tender documents. ,NA ,"64,80,000",Civil Works,NA ,Tender,90.0,NA ,Kushinagar,274403.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",22-May-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,1.0,SBI Bank,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur",19-May-2026 10:00 AM,29-May-2026 12:30 PM,19-May-2026 10:00 AM,28-May-2026 12:00 PM,NA ,NA ,19-May-2026 10:00 AM,28-May-2026 12:00 PM,09-Jun-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"1,29,600",No,percentage,2.0%,Nil,Nil,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1150414_12,11/SE RED Gorakhpur/Kushinagar/26-27 Dt 02/04/2026,"Under District Kushinagar, Construction of CC road from the house of Ramkola village Basdilla Jatti Gond to the link road of Awadhesh Gond, Lot No 12",1,6135342,DHARMEDNRA KUMAR RAO,27-May-2026 04:51 PM,Accepted-AOC,AoC,20-Jul-2026 07:03 PM,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,20-Jul-2026 02:15 PM,finsummary_2154142.pdf (654.82 KB),Finance,Summary,Dileep Shukla,09-Jun-2026 03:24 PM,,BOQ Comparative Chart,1.0,6135342.0,DHARMEDNRA KUMAR RAO,INR,"7,479,889.61",Technical,Summary,Dileep Shukla,29-May-2026 06:28 PM,,21-Jul-2026,"INR 7,479,889.61",270.0,Dileep Shukla,20-Jul-2026 07:03 PM,11_12.pdf (655.00 KB),Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,"Er D K Shukla SE RED GORAKHPUR CIRCLE, Er Surya Prakash EE RED Kushinagar, Er Surya Prakash EE RED Deoria, Mr Anop Kumar Rajpoot DAO RED Kushinagar",Dileep Shukla,05-Jun-2026 09:11 AM,09-Jun-2026 12:00 PM,techsummary_2154142.pdf (162.13 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,AOC,,,,,2,6135365,MAHI ENTERPRISES,27-May-2026 01:45 PM,Rejected-Finance,Rejected,20-Jul-2026 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
