S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,04-May-2026 09:00 AM,11-May-2026 04:00 PM,04-May-2026 09:00 AM,11-May-2026 03:00 PM,04-May-2026 09:00 AM ,11-May-2026 03:00 PM ,04-May-2026 09:00 AM,11-May-2026 03:00 PM,27-May-2026 02:00 PM,1,Fee/PreQual/Technical,.pdf,NIT,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow||Unit-12 Orai,2/PM12/UPPCL/2026-27,2026_UPPRC_1144932_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"23,000",No,fixed,,Nil,Nil,"5,900",Nil,Nil,No,"Construction of an Interlocking Road (approx. 250 meters) in Village Palinda, Babina Block, extending from Punawali to the Bundelkhand College building","Construction of an Interlocking Road (approx. 250 meters) in Village Palinda, Babina Block, extending from Punawali to the Bundelkhand College building",As per NIT ,NA ,,Civil Works,NA ,Tender,90.0,60.0,Jhansi,284401.0,NA ,NA ,NA ,Jhansi,No ,No,Project Manager Unit 12,129 KK Puri Awas Vikas Jhansi,AOC,Finance,2 bid Admitted,PRAVEEN KUMAR SHARMA,30-May-2026 02:09 PM,finance_2139749.pdf,BOQ Comparative Chart,PM 12 Jhansi,Internal,Ravikant Accountant,PRAVEEN KUMAR SHARMA,27-May-2026 11:54 AM,27-May-2026 02:00 PM,techsummary_2139749.pdf (1030.25 KB),Technical,Two Bid Admitted,PRAVEEN KUMAR SHARMA,12-May-2026 01:49 PM,technical_2139749.pdf,PM 12 Jhansi,Internal,Ravikant Accountant,PRAVEEN KUMAR SHARMA,19-Jun-2026 03:59 PM,finsummary_2139749.pdf (191.91 KB),04-Jul-2026,"INR 1,123,202.97",60.0,PRAVEEN KUMAR SHARMA,04-Jul-2026 01:26 PM,3.pdf (451.00 KB),L1,1,6103666,ONES ASSOCIATION,10-May-2026 09:29 PM,Accepted-AOC,L1,04-Jul-2026 01:26 PM,1.0,6103666.0,ONES ASSOCIATION,INR,"1,123,202.97",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow||Unit-12 Orai,2026_UPPRC_1144932_3,2/PM12/UPPCL/2026-27,"Construction of an Interlocking Road (approx. 250 meters) in Village Palinda, Babina Block, extending from Punawali to the Bundelkhand College building",AOC
,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6103886,RUDRAKSH ELECTRICAL AND CONSTRUCTION,10-May-2026 10:52 PM,Rejected-AOC,L2,04-Jul-2026 01:26 PM,,,,,,,,,,AOC
