Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"2,714",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,tecnical,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,04/RED/Tender/File No/Bond Clerk/2026-27Dt.02.04.2026,2026_REDUP_1155900_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,SE RED BASTI,O/O SE RED BASTI,"1,21,000",No,fixed,,Nil,Nil,Vikas Khand Bhanwapur mein siswa nahar patti se mahnuwo tak shunya se lepan karya,Vikas Khand Bhanwapur mein siswa nahar patti se mahnuwo tak shunya se lepan karya,as per sbd ,NA ,"60,48,000",Civil Works,NA ,Tender,90.0,18.0,WORKS,272001.0,NA ,NA ,NA ,O/O SE RED BASTI,No ,No,1.0,SBI Bank,01-Jun-2026 12:00 PM,08-Jun-2026 03:30 PM,01-Jun-2026 12:00 PM,06-Jun-2026 12:00 PM,01-Jun-2026 12:00 PM ,06-Jun-2026 12:00 PM ,01-Jun-2026 12:00 PM,06-Jun-2026 12:00 PM,29-Jun-2026 12:00 PM,AOC,Technical,c,MuneshKumar Lodhi,08-Jun-2026 05:28 PM,,ER MUNESH KUMAR LO0DHI,Internal,SE,MuneshKumar Lodhi,22-Jul-2026 07:21 AM,finsummary_2165477.pdf (379.56 KB),Finance,C,MuneshKumar Lodhi,29-Jun-2026 07:39 PM,,BOQ Comparative Chart,Er. Munesh Kumar Lodhi,Internal,se,MuneshKumar Lodhi,23-Jun-2026 02:00 PM,29-Jun-2026 12:00 PM,techsummary_2165477.pdf (110.09 KB),22-Jul-2026,"INR 6,045,646.7",18.0,MuneshKumar Lodhi,22-Jul-2026 07:23 AM,1p.pdf (380.00 KB),A,1,6172696,M/S HARJI TRADERS,06-Jun-2026 11:23 AM,Rejected-Finance,R,22-Jul-2026 07:21 AM,1.0,6172512.0,M/S MALIK JAFAR THEKEDAR,INR,"6,045,646.7",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,2026_REDUP_1155900_1,04/RED/Tender/File No/Bond Clerk/2026-27Dt.02.04.2026,Vikas Khand Bhanwapur mein siswa nahar patti se mahnuwo tak shunya se lepan karya,AOC
,,,,2,Finance,.xls,finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6172512,M/S MALIK JAFAR THEKEDAR,05-Jun-2026 05:52 PM,Accepted-AOC,A,22-Jul-2026 07:23 AM,,,,,,,,,,AOC
