Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
25-Jul-2026,"INR 9,500,166",90.0,Hemant Sexena,25-Jul-2026 03:12 PM,910361_1.pdf (404.00 KB),1,6111193,M/s A.K. Associates,19-May-2026 11:31 AM,Rejected-Finance,Rejected,30-Jun-2026 03:02 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,2026_REDUP_1147142_1,I/910361/2026/SE RED Prayagraj/Prayagraj/26-27 Dt 06/04/2026,"Under District Prayagraj, Construction of road from Kali Sadak to Nivaiya road link in village Mawaiya., Lot No 1",1.0,6111188.0,NARAYAN CONSTRUCTION,INR,"9,500,166",Technical,d,Satyaprakash Mishra,22-May-2026 03:51 PM,,Er Hemant Saxena SE RED Prayagraj,Internal,,Hemant Sexena,30-Jun-2026 03:02 PM,finsummary_2145522.pdf (177.71 KB),Finance,d,Satyaprakash Mishra,25-Jun-2026 01:38 PM,,BOQ Comparative Chart,Er Hemant Saxena SE RED Prayagraj,Internal,"Er Hemant Saxena SE RED Prayagraj, Er Vipul Chandra EE RED Kaushambi, Er S P Mishra EE RED Prayagraj, Mr R P Ram DAO Prayagraj",Hemant Sexena,20-Jun-2026 02:23 PM,24-Jun-2026 12:00 PM,techsummary_2145522.pdf (271.12 KB),AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,I/910361/2026/SE RED Prayagraj/Prayagraj/26-27 Dt 06/04/2026,2026_REDUP_1147142_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,SE RED Prayagraj Circle,"SE RED Prayagraj Circle, 21 Church Lane, Alenganj, Prayagraj",1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"3,000",Nil,Nil,No,1.0,SBI Bank,"Under District Prayagraj, Construction of road from Kali Sadak to Nivaiya road link in village Mawaiya., Lot No 1","Under District Prayagraj, Construction of road from Kali Sadak to Nivaiya road link in village Mawaiya., Lot No 1",Please refer Tender documents. ,NA ,"96,11,000",Civil Works,NA ,Tender,90.0,90.0,Prayagraj,230002.0,SE RED Prayagraj Circle ,"SE RED Prayagraj Circle, 21 Church Lane, Alenganj, Prayagraj  ",11-May-2026 11:00 AM ,SE RED Prayagraj Circle,No ,No,09-May-2026 06:55 PM,20-May-2026 12:30 PM,09-May-2026 06:55 PM,19-May-2026 12:00 PM,NA ,NA ,09-May-2026 06:55 PM,19-May-2026 12:00 PM,24-Jun-2026 12:00 PM,"1,92,220",No,percentage,2.0%,Nil,Nil,AOC
,,,,,,2,6111188,NARAYAN CONSTRUCTION,14-May-2026 10:20 AM,Accepted-AOC,AoC,25-Jul-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
