Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
22-Jul-2026,"INR 12,544,862.38",270.0,MuneshKumar Lodhi,22-Jul-2026 07:46 AM,1p.pdf (392.00 KB),A,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,2026_REDUP_1155872_1,24/RED/Tender/File No/Bond Clerk/2026-27Dt.07.04.26,Vikas Khand Belhar kala mein bhedaura pikaura se palniya chaurahe se pikaura gaon kakraha shiv mandir hote huye piparpati pratmik school tak pitch sadak nirman karya,1.0,6168985.0,INDRAKIRTI SHARAN AGRAWAL,INR,"12,544,862.38",1,6168985,INDRAKIRTI SHARAN AGRAWAL,06-Jun-2026 08:02 AM,Accepted-AOC,A,22-Jul-2026 07:46 AM,Finance,c,MuneshKumar Lodhi,04-Jul-2026 03:33 PM,,BOQ Comparative Chart,ER MUNESH KUMAR LODHI,Internal,se,MuneshKumar Lodhi,29-Jun-2026 01:31 PM,04-Jul-2026 03:30 PM,techsummary_2165393.pdf (119.01 KB),Technical,c,MuneshKumar Lodhi,08-Jun-2026 05:10 PM,,ER MUNESH KUMAR LO0DHI,Internal,SE,MuneshKumar Lodhi,22-Jul-2026 07:44 AM,finsummary_2165393.pdf (391.81 KB),AOC,"2,45,000",No,fixed,,Nil,Nil,SE RED BASTI,O/O SE RED BASTI,"2,714",Nil,Nil,No,Vikas Khand Belhar kala mein bhedaura pikaura se palniya chaurahe se pikaura gaon kakraha shiv mandir hote huye piparpati pratmik school tak pitch sadak nirman karya,Vikas Khand Belhar kala mein bhedaura pikaura se palniya chaurahe se pikaura gaon kakraha shiv mandir hote huye piparpati pratmik school tak pitch sadak nirman karya,AS PER SBD ,NA ,"1,22,56,000",Civil Works,NA ,Tender,90.0,270.0,WORKS,272001.0,NA ,NA ,NA ,O/O SE RED BASTI,No ,No,01-Jun-2026 12:00 PM,08-Jun-2026 03:30 PM,01-Jun-2026 12:00 PM,06-Jun-2026 12:00 PM,01-Jun-2026 12:00 PM ,06-Jun-2026 12:00 PM ,01-Jun-2026 12:00 PM,06-Jun-2026 12:00 PM,04-Jul-2026 03:30 PM,1,Fee/PreQual/Technical,.pdf,TECHNICAL,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,24/RED/Tender/File No/Bond Clerk/2026-27Dt.07.04.26,2026_REDUP_1155872_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,6172425,KRISHNA CHANDRA DWIVEDI CONTRACTOR,06-Jun-2026 06:53 AM,Rejected-Finance,R,22-Jul-2026 07:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCE,,,,,,,,,,,,,,,,,AOC
