Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
21-Jul-2026,"INR 3,679,403",120.0,Satish Chand Raghvendram,21-Jul-2026 02:45 PM,jaitipurmdroadkataha.pdf (97.00 KB),jaitpur,1.0,6150227.0,M/S BRIJESH GUPTA,INR,"3,679,403",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE SHAHJAHANPUR,2026_REDUP_1148278_9,06 Date 02-04-2026 Twarit spn,Ktha road,1,6150227,M/S BRIJESH GUPTA,28-May-2026 11:06 PM,Accepted-AOC,winer,21-Jul-2026 02:45 PM,Technical,ddddddddddddd,Satish Chand Raghvendram,11-Jun-2026 12:50 PM,,ee red,Internal,AE RED DAO RED SPN,Satish Chand Raghvendram,21-Jul-2026 02:42 PM,finsummary_2149882.pdf (96.74 KB),Finance,kkkkkkkkkkk,Satish Chand Raghvendram,21-Jul-2026 02:39 PM,,BOQ Comparative Chart,ee red,Internal,AE RED DAO RED,Satish Chand Raghvendram,11-Jun-2026 12:54 PM,16-Jun-2026 12:00 PM,techsummary_2149882.pdf (300.23 KB),AOC,"2,354",Nil,Nil,No,Ktha road,Construction of interlocking and culvert connecting MD Agro from Kataha Road towards Primary Health Centre in village Jaitipur of Block Jaitipur,Please refer Tender documents. ,NA ,"31,26,000",Civil Works,NA ,Rate Contract,90.0,120.0,shahjahanpur,242001.0,NA ,NA ,NA ,vikas bhawan shahjahanpur,No ,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE SHAHJAHANPUR,06 Date 02-04-2026 Twarit spn,2026_REDUP_1148278_9,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,executive Engineer,vikas bhavan shahjahanpur,"63,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,nit,15-May-2026 10:00 AM,30-May-2026 12:30 PM,15-May-2026 10:00 AM,29-May-2026 04:00 PM,NA ,NA ,15-May-2026 10:30 AM,29-May-2026 04:00 PM,16-Jun-2026 12:00 PM,AOC
,,,,,,,,,,,,,,,,2,6150280,PRADEEP CHATURVEDI,29-May-2026 10:57 AM,Rejected-Finance,atpar,21-Jul-2026 02:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,AOC
