Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,TENDERBOOK,25-Apr-2026 10:00 AM,04-May-2026 10:00 AM,25-Apr-2026 10:00 AM,02-May-2026 05:00 PM,NA ,NA ,25-Apr-2026 10:00 AM,02-May-2026 05:00 PM,15-May-2026 11:00 AM,LOT-34,Silt clearance in internal section of Kanobi Minor between Km 0.000 to Km 2.700 and Birsua Minor between Km 0.000 to Km 4.200 in District Aligarh during year 2026-27,Please refer Tender documents. ,NA ,"2,00,000",Civil Works - Others,NA ,Rate Contract,90.0,20.0,ALIGARH,202001.0,NA ,NA ,NA ,ALIGARH,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Moradabad||MGCCD-12 Aligarh",01/EE/2026-27,2026_UPIDC_1139705_34,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"EE-MGCCD-12, ALIGARH",CIVIL LINES ALIGARH,339.0,Nil,Nil,No,1.0,SBI Bank,"4,000",No,fixed,,Nil,Nil,AOC,1.0,6083589.0,M/S MAHESH CHANDRA CONTRACTOR,INR,"174,489.5",Finance,ALL ADMITTED,manoj rao,19-May-2026 10:56 AM,,BOQ Comparative Chart,CHIEF ENGINEER MGCCP ALIGARH,Internal,MGCCD12 ALIGARH AND MGCCD 16 CHANDAUSI,manoj rao,23-May-2026 11:52 PM,finsummary_2132199.pdf (480.01 KB),"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Moradabad||MGCCD-12 Aligarh",2026_UPIDC_1139705_34,01/EE/2026-27,LOT-34,1,6083589,M/S MAHESH CHANDRA CONTRACTOR,02-May-2026 03:59 PM,Accepted-AOC,L-1,10-Jul-2026 03:33 PM,CHIEF ENGINEER MGCCP ALIGARH,Internal,EE MGCCD 12 ALIGARH AND EE MGCCD 16 CHANDAUSI,manoj rao,15-May-2026 02:01 AM,15-May-2026 11:00 AM,techsummary_2132199.pdf (480.01 KB),23-May-2026,"INR 174,489.5",20.0,manoj rao,10-Jul-2026 03:33 PM,lot34dos.pdf (327.00 KB),AOC,Technical,ADMITTED,manoj rao,14-May-2026 11:56 PM,,AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6083403,SIYA INFRATECH,02-May-2026 03:24 PM,Rejected-Finance,L-2,23-May-2026 11:52 PM,,,,,,,,,,,,,,,,,,,,AOC
