S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,6262311.0,Syed Construction,INR,"286,032.99",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1169919_1,424-1/E.E. BLY/E-Tender/BLY/2026-27 Dt. 16.07.2026,Construction of C.C. Road and Drain Work at Vill. Unai Makruka in Liyakat House to Syed House (Vidhayak Nidhi),1,6262211,M/S MAHAVEER CONSTRUCTION AND GENERAL ORDER SUPPLIERS,19-Jul-2026 06:18 PM,Rejected-AOC,IInd Lowest Rate,27-Jul-2026 04:46 PM,24-Jul-2026,"INR 286,032.99",60.0,Vinod Kumar Kardam,27-Jul-2026 04:46 PM,LOI1.pdf (122.00 KB),Total Contract Value Rs. 286032.99,Vinod Kumar Kardam,Internal,"Vinod Kumar Kardam, Bhaskar Mishra",Vinod Kumar Kardam,24-Jul-2026 03:52 PM,finsummary_2195179.pdf (119.95 KB),Technical,Technical Bid Opening Summary,Vinod Kumar Kardam,24-Jul-2026 01:56 PM,technical_2195179.pdf,Vinod Kumar Kardam,Internal,"Vinod Kumar Kardam, Bhaskar Mishra",Vinod Kumar Kardam,24-Jul-2026 02:01 PM,24-Jul-2026 02:15 PM,techsummary_2195179.pdf (280.10 KB),Finance,Financial Bid Opening Summary,Vinod Kumar Kardam,24-Jul-2026 03:48 PM,finance_2195179.pdf,BOQ Comparative Chart,AOC,826.0,EE UPSCIDCO,BAREILLY,No,16-Jul-2026 12:00 PM,23-Jul-2026 02:00 PM,16-Jul-2026 12:00 PM,23-Jul-2026 01:00 PM,NA ,NA ,16-Jul-2026 12:00 PM,23-Jul-2026 01:00 PM,24-Jul-2026 02:15 PM,1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee EMD and BOQ",Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly","5,800",No,fixed,,EE UPSCIDCO,BAREILLY,1.0,RTGS - RTGS Payment,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,424-1/E.E. BLY/E-Tender/BLY/2026-27 Dt. 16.07.2026,2026_SCIDC_1169919_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Construction of C.C. Road and Drain Work at Vill. Unai Makruka in Liyakat House to Syed House (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Unai Makruka in Liyakat House to Syed House (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Unai Makruka in Liyakat House to Syed House (Vidhayak Nidhi) ,NA ,"2,86,262",Civil Works - Roads,Const. of C.C. Road and Drain Work at Vill. Unai ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,AOC
,,,,,,,,,2,6262311,Syed Construction,22-Jul-2026 08:12 AM,Accepted-AOC,Ist Lowest Rate,27-Jul-2026 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
