EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"1,59,000",No,fixed,,Nil,Nil,SE RED BASTI,O/O SE RED BASTI,Bansi Panghatiya bandhe se thadwariya prathmik vidyalaya hote hoye paroi sampark marg tak pitch road nirman karya,Bansi Panghatiya bandhe se thadwariya prathmik vidyalaya hote hoye paroi sampark marg tak pitch road nirman karya,as per sbd ,NA ,"79,56,000",Civil Works,NA ,Tender,90.0,270.0,WORKS,272001.0,NA ,NA ,NA ,O/O SE RED BASTI,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,06/RED/Tender/File No/Bond Clerk/2026-27 Dt. 02.04.2026,2026_REDUP_1155906_35,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,technical,1.0,SBI Bank,"2,714",Nil,Nil,No,01-Jun-2026 12:00 PM,08-Jun-2026 03:30 PM,01-Jun-2026 12:00 PM,06-Jun-2026 12:00 PM,01-Jun-2026 12:00 PM ,06-Jun-2026 12:00 PM ,01-Jun-2026 12:00 PM,06-Jun-2026 12:00 PM,29-Jun-2026 12:00 PM,AOC,1.0,6171381.0,M/S BANSHI DHAR PANDEY,INR,"7,908,873.39",Finance,c,MuneshKumar Lodhi,29-Jun-2026 06:46 PM,,BOQ Comparative Chart,ER MUNESH KUMAR LODHI,Internal,SE,MuneshKumar Lodhi,10-Jul-2026 07:22 PM,finsummary_2165577.pdf (346.60 KB),1,6171381,M/S BANSHI DHAR PANDEY,06-Jun-2026 02:22 AM,Accepted-AOC,a,10-Jul-2026 07:25 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,2026_REDUP_1155906_35,06/RED/Tender/File No/Bond Clerk/2026-27 Dt. 02.04.2026,Bansi Panghatiya bandhe se thadwariya prathmik vidyalaya hote hoye paroi sampark marg tak pitch road nirman karya,Er. Munesh Kumar Lodhi,Internal,se,MuneshKumar Lodhi,23-Jun-2026 05:29 PM,29-Jun-2026 12:00 PM,techsummary_2165577.pdf (113.18 KB),10-Jul-2026,"INR 7,908,873.39",270.0,MuneshKumar Lodhi,10-Jul-2026 07:25 PM,35.pdf (347.00 KB),a,Technical,c,MuneshKumar Lodhi,23-Jun-2026 04:23 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,finance,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6171442,M/S PANKAJ KUMAR SRIVASTAVA THIKEDAR,06-Jun-2026 01:04 AM,Accepted-Finance,,29-Jun-2026 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
