S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,TENDER DATE CORRIGENDUM,Date,,SUPPLY MISCELLANEOUS GOODS,NOTICE INVITING RATE CONTRACT TENDER OF MISCELLANEOUS GOODS,Please refer Tender documents. ,NA ,,Miscellaneous,NA ,Rate Contract,730.0,7.0,UP SAINIK SCHOOL LUCKNOW,226008.0,NA ,NA ,NA ,Lucknow,No ,No,1,DD - Demand Draft,"5,000",Principal,Lucknow,No,UP Sainik School Lucknow,UPSS/LKO/QMS-MSC/316/2026/19,2026_UPSSL_1162716_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SCANNED COPY OF ATC,COL SEEMA MISHRA,CMKP UP SAINIK SCHOOL LUCKNOW,29-Jun-2026 10:00 AM,11-Jul-2026 09:05 AM,29-Jun-2026 10:00 AM,11-Jul-2026 09:00 AM,29-Jun-2026 10:00 AM ,11-Jul-2026 09:00 AM ,29-Jun-2026 10:00 AM,11-Jul-2026 09:00 AM,13-Jul-2026 12:45 PM,"1,50,000",Yes,fixed,,Principal,Principal CMKP UP Sainik School Lucknow,AOC,Department User,Internal,,Seema Mishra,13-Jul-2026 01:10 PM,finsummary_2179429.pdf (493.41 KB),Technical,Three Bids have been received and submitted for technical evaluation committee.,Seema Mishra,11-Jul-2026 12:30 PM,technical_2179429.pdf,Mr Ravendra Kumar,Internal,,DEVENDRA SINGH CHAUHAN,13-Jul-2026 12:38 PM,13-Jul-2026 12:45 PM,techsummary_2179429.pdf (624.00 KB),Finance,Technical Summary report,Seema Mishra,13-Jul-2026 01:01 PM,finance_2179429.pdf,BOQ Comparative Chart,1.0,6241803.0,OM NETWORK,INR,"500,000",UP Sainik School Lucknow,2026_UPSSL_1162716_1,UPSS/LKO/QMS-MSC/316/2026/19,SUPPLY MISCELLANEOUS GOODS,1.0,6241803.0,OM NETWORK,08-Jul-2026 07:40 PM,Accepted-AOC,Accepted,22-Jul-2026 02:47 PM,24-Jul-2026,"INR 1,500,000",7.0,DEVENDRA SINGH CHAUHAN,22-Jul-2026 02:47 PM,AOCMISC.pdf (719.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,2,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,.pdf,TENDER FEES,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6241956.0,RATHORE ENTERPRISES,INR,"700,000",,,,,2.0,6241956.0,RATHORE ENTERPRISES,08-Jul-2026 08:48 PM,Accepted-AOC,Accepted,22-Jul-2026 02:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,PRICE OF BOQ,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6244320.0,Staar Enterprises,INR,"300,000",,,,,3.0,6244320.0,Staar Enterprises,09-Jul-2026 05:01 PM,Accepted-AOC,Accepted,22-Jul-2026 02:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
