Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,135/NIVIDA AGRA/2026-27 dt 22.5.2026,2026_REDUP_1155187_23,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,01-Jun-2026 10:00 AM,08-Jun-2026 02:30 PM,01-Jun-2026 10:00 AM,08-Jun-2026 12:00 PM,NA ,NA ,01-Jun-2026 10:00 AM,08-Jun-2026 12:00 PM,15-Jun-2026 09:00 AM,S.E.RED OFFICE AGRA,S.E.RED OFFICE AGRA,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,SBD,9 Achnera Bharatpur Marg se bhag roll Jaat ki or sadak Tak CC Nirman karya,9 Achnera Bharatpur Marg se bhag roll Jaat ki or sadak Tak CC Nirman karya,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,AGRA,282002.0,NA ,NA ,NA ,S.E.RED OFFICE AGRA,No ,No,"2,354",Nil,Nil,No,"1,10,000",Yes,fixed,,Nil,Nil,AOC,1.0,6171152.0,TANYA CONSTRUCTION,INR,"5,488,994.51",SE RED,Internal,,Dinesh Singh,14-Jul-2026 10:56 PM,finsummary_2164303.pdf (181.55 KB),Finance,ALL BID ADMITTED,Dinesh Singh,16-Jun-2026 06:40 PM,,BOQ Comparative Chart,1,6165843,M/S SAI ENTERPRISES,04-Jun-2026 05:34 PM,Rejected-Finance,L2,14-Jul-2026 10:56 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,2026_REDUP_1155187_23,135/NIVIDA AGRA/2026-27 dt 22.5.2026,9 Achnera Bharatpur Marg se bhag roll Jaat ki or sadak Tak CC Nirman karya,SE RED,Internal,,Dinesh Singh,13-Jun-2026 10:55 PM,15-Jun-2026 09:00 AM,techsummary_2164303.pdf (100.92 KB),22-Jul-2026,"INR 5,488,994.51",120.0,Dinesh Singh,25-Jul-2026 11:33 AM,AOC.pdf (182.00 KB),AOC,Technical,TECHNICAL,Dinesh Singh,11-Jun-2026 05:30 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6171152,TANYA CONSTRUCTION,06-Jun-2026 11:26 AM,Accepted-AOC,AOC,25-Jul-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
