Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Interlocking and drainage works in Village Babra (Development Block Sindhauli), extending up to the Mahasir boundary.","Interlocking and drainage works in Village Babra (Development Block Sindhauli), extending up to the Mahasir boundary.",Please refer Tender documents. ,NA ,"56,75,000",Civil Works - Roads,NA ,Tender,90.0,120.0,SINDHAULI SHAHJAHANPUR,242001.0,SE RED CIRCLE BAREILLY OFFICE ,SE RED CIRCLE BAREILLY OFFICE ,13-May-2026 12:00 PM ,SE RED CIRCLE BAREILLY OFFICE,No ,No,SE RED CIRCLE BAREILLY,SE RED CIRCLE BAREILLY OFFICE,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,12-May-2026 06:00 PM,28-May-2026 04:00 PM,12-May-2026 06:00 PM,28-May-2026 12:00 PM,NA ,NA ,12-May-2026 06:00 PM,28-May-2026 12:00 PM,16-Jun-2026 12:30 PM,"1,14,000",No,fixed,,Nil,Nil,"2,354",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE,23/RED/Nivida file Shahjahanpur/E Nivida/2026-27 dated 02-04-2026,2026_REDUP_1147416_27,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1.0,6146525.0,M/S HARI TARA ASSOCIATES,INR,"6,695,830",Finance,financial bid open,RAJESH KUMAR,26-Jun-2026 04:52 PM,finance_2147892.pdf,BOQ Comparative Chart,SEREDCIRCLEBAREILLY,Internal,SEREDCIRCLEBAREILYEEREDDIVSIONSHAHJAHANPUREEREDDIVISIONPILIBHITDAOREDDIVISIONSHAHJAHANPUR,RAJESH KUMAR,26-Jun-2026 04:55 PM,finsummary_2147892.pdf (1185.43 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE,2026_REDUP_1147416_27,23/RED/Nivida file Shahjahanpur/E Nivida/2026-27 dated 02-04-2026,"Interlocking and drainage works in Village Babra (Development Block Sindhauli), extending up to the Mahasir boundary.",1,6146525,M/S HARI TARA ASSOCIATES,27-May-2026 06:32 PM,Accepted-AOC,DUE TO LOWER RATE,13-Jul-2026 06:13 PM,13-Jul-2026,"INR 6,695,830",120.0,RAJESH KUMAR,13-Jul-2026 06:13 PM,27s.pdf (937.00 KB),"AOC OF THE WORK - Interlocking and drainage works in Village Babra (Development Block Sindhauli), extending up to the Mahasir boundary.",Technical,bid open,RAJESH KUMAR,10-Jun-2026 12:52 PM,technical_2147892.pdf,SEREDCIRCLEBAREILLY,Internal,SEREDCIRCLEBAREILLYEEREDDIVISIONSHAHJAHANPUREEREDDIVISIONPILIBHITDAOREDDIVISIONSHAHJAHANPUR,RAJESH KUMAR,10-Jun-2026 12:54 PM,16-Jun-2026 12:30 PM,techsummary_2147892.pdf (602.18 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6145629,M/S MANISH AGARWAL,27-May-2026 03:35 PM,Rejected-Finance,due to higher rate,26-Jun-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,AOC
