Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"1,062",EE UPSCIDCO,BAREILLY,No,1.0,RTGS - RTGS Payment,23-Jun-2026 12:00 PM,30-Jun-2026 02:00 PM,23-Jun-2026 12:00 PM,30-Jun-2026 01:00 PM,NA ,NA ,23-Jun-2026 12:00 PM,30-Jun-2026 01:00 PM,30-Jun-2026 06:05 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,338-1/E.E. BLY/E-Tender/BLY/2026-27 Dt. 23.06.2026,2026_SCIDC_1163031_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee EMD and BOQ",Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly","15,500",No,fixed,,EE UPSCIDCO,BAREILLY,Construction of C.C. Road and Drain Work at Vill. Bargawan in Madan Lal House to Mandir (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Bargawan in Madan Lal House to Mandir (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Bargawan in Madan Lal House to Mandir (Vidhayak Nidhi) ,NA ,"7,71,503",Civil Works - Roads,Const. of CC Road and Drain Work at Vill. Bargawan ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,AOC,Finance,Financial Bid Opening Summary,Bhaskar Mishra,01-Jul-2026 11:59 AM,finance_2180213.pdf,BOQ Comparative Chart,Vinod Kumar Kardam,Internal,"Vinod Kumar Kardam, Bhaskar Mishra",Bhaskar Mishra,30-Jun-2026 06:00 PM,30-Jun-2026 06:05 PM,techsummary_2180213.pdf (289.54 KB),Technical,Technical Bid Opening Summary,Bhaskar Mishra,30-Jun-2026 05:52 PM,technical_2180213.pdf,Vinod Kumar Kardam,Internal,"Vinod Kumar Kardam, Bhaskar Mishra",Bhaskar Mishra,01-Jul-2026 12:09 PM,finsummary_2180213.pdf (751.29 KB),01-Jul-2026,"INR 771,040.1",60.0,Bhaskar Mishra,07-Jul-2026 12:41 PM,LOI1.pdf (735.00 KB),Total Contract Value Rs. 771040.10,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1163031_1,338-1/E.E. BLY/E-Tender/BLY/2026-27 Dt. 23.06.2026,Construction of C.C. Road and Drain Work at Vill. Bargawan in Madan Lal House to Mandir (Vidhayak Nidhi),1.0,6218955.0,Syed Construction,INR,"771,040.1",1,6221482,Dhriti Enterprizes,27-Jun-2026 10:32 PM,Rejected-AOC,IInd Lowest Rate,07-Jul-2026 12:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6218955,Syed Construction,26-Jun-2026 12:34 AM,Accepted-AOC,Ist Lowest Rate,07-Jul-2026 12:42 PM,AOC
