Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1166643_3,563/RED KUSHINAGAR,Vikas Khand Sevarhi ke Gram Sabha Dhoom Pattti mein Vinod ke ghar se Prakash Singh ke ghar tak C.C. Sadak Nirman Karya.,1.0,6249084.0,M/S BHOLASHANKAR RAI,INR,"1,445,746.59",1,6249084,M/S BHOLASHANKAR RAI,13-Jul-2026 10:22 AM,Accepted-AOC,L1,17-Jul-2026 08:05 PM,17-Jul-2026,"INR 1,445,746.59",90.0,GIRISH KUMAR,17-Jul-2026 08:05 PM,3A.pdf (53.00 KB),EE RED KUSHINAGAR,Internal,,GIRISH KUMAR,17-Jul-2026 12:21 PM,17-Jul-2026 03:00 PM,techsummary_2188258.pdf (155.97 KB),Finance,Bid Opening Summary,Praveen Kumar,17-Jul-2026 04:18 PM,,BOQ Comparative Chart,EE RED KUSHINAGAR,Internal,,GIRISH KUMAR,17-Jul-2026 07:27 PM,finsummary_2188258.pdf (53.37 KB),Technical,Bid Opening Summary,GIRISH KUMAR,16-Jul-2026 10:15 AM,,AOC,EE KUSHINAGAR,EE KUSHINAGAR,Vikas Khand Sevarhi ke Gram Sabha Dhoom Pattti mein Vinod ke ghar se Prakash Singh ke ghar tak C.C. Sadak Nirman Karya.,Vikas Khand Sevarhi ke Gram Sabha Dhoom Pattti mein Vinod ke ghar se Prakash Singh ke ghar tak C.C. Sadak Nirman Karya.,Please refer Tender documents. ,NA ,"14,49,000",Civil Works,NA ,Tender,90.0,90.0,WORK,274302.0,NA ,NA ,NA ,EE KUSHINAGAR,No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"29,000",No,fixed,,Nil,Nil,"2,336",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,563/RED KUSHINAGAR,2026_REDUP_1166643_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,06-Jul-2026 09:00 AM,13-Jul-2026 12:30 PM,06-Jul-2026 09:00 AM,13-Jul-2026 12:00 PM,NA ,NA ,06-Jul-2026 09:00 AM,13-Jul-2026 12:00 PM,17-Jul-2026 03:00 PM,AOC
,,,,,,,,,2,6249474,M/S RAMESH RAI,13-Jul-2026 09:02 AM,Rejected-Finance,L2,17-Jul-2026 07:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
