Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
22-Jun-2026,"INR 3,226,460.39",180.0,KARAN SINGH,25-Jul-2026 05:09 PM,AOCDhakia.pdf (366.00 KB),AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE PILIBHIT,2026_REDUP_1147359_5,1265/RED/Etender/Bond Clerck/2025-2 date 31-03-26,Construction of interlocking road and drain from Harcharan Lals house to Munnalals house and Kanakor Road in village Dhakiya Development Block Lalourikheda,1.0,6134602.0,GANGWAR TRADERS,INR,"3,226,460.39",1,6134602,GANGWAR TRADERS,25-May-2026 11:19 AM,Accepted-AOC,L1,25-Jul-2026 05:09 PM,Finance,Attandance sheet,KARAN SINGH,11-Jun-2026 11:48 AM,finance_2146736.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Assistant Engineer, Divisional Accountant",KARAN SINGH,05-Jun-2026 06:08 PM,10-Jun-2026 12:00 PM,techsummary_2146736.pdf (275.65 KB),Technical,Attandance sheet,KARAN SINGH,26-May-2026 04:35 PM,,Executive Engineer,Internal,Assistant Engineer Divisional Accountant,KARAN SINGH,16-Jun-2026 03:23 PM,finsummary_2146736.pdf (512.10 KB),AOC,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE PILIBHIT,1265/RED/Etender/Bond Clerck/2025-2 date 31-03-26,2026_REDUP_1147359_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,Construction of interlocking road and drain from Harcharan Lals house to Munnalals house and Kanakor Road in village Dhakiya Development Block Lalourikheda,Construction of interlocking road and drain from Harcharan Lals house to Munnalals house and Kanakor Road in village Dhakiya Development Block Lalourikheda,Construction of interlocking road and drain from Harcharan Lals house to Munnalals house and Kanakor Road in village Dhakiya Development Block Lalourikheda ,NA ,"32,36,000",Civil Works,NA ,Tender,90.0,NA ,RED PILIBHIT,262001.0,"Rural Engineering Department, Pilibhit ",collectrate compound Pilibhit ,15-May-2026 12:00 PM ,"Rural Engineering Department, Pilibhit",No ,No,"65,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical,12-May-2026 12:00 PM,25-May-2026 02:00 PM,12-May-2026 12:00 PM,25-May-2026 12:00 PM,NA ,NA ,12-May-2026 12:00 PM,25-May-2026 12:00 PM,10-Jun-2026 12:00 PM,Executive Engineer,"Rural Engineering Department, Pilibhit",AOC
,,,,,,,,,,,,,,,,2,6138201,NATTHU LAL,24-May-2026 11:24 AM,Rejected-Finance,L2,16-Jun-2026 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,AOC
