S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,6052455.0,KRISHNA ENTERPRISES,INR,"2,024,102.25",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-16 Mirzapur,2026_UPPRC_1135358_6,01/PM-16/UPPCL/2026-27,"CONSTRUCTION OF CYCLE STAND AT RAJKIYA INTER COLLEGE OBRA, RAJKIYA HIGH SCHOOL JUGAIL AND RAJKIYA BALIKA HIGH SCHOOL GOTHANI DISTT- SONEBHDRA",1,6052455,KRISHNA ENTERPRISES,16-Apr-2026 06:05 PM,Accepted-AOC,L1 Frim,31-Jul-2026 03:45 PM,31-Jul-2026,"INR 2,024,102.25",70.0,ANIL KUMAR SINGH,31-Jul-2026 03:45 PM,01_6_POW.pdf (1128.00 KB),Project Manager Unit-16,Internal,"Project Manager Unit-16, Project Manager Unit-2, Accountant",ANIL KUMAR SINGH,02-May-2026 05:10 PM,02-May-2026 06:00 PM,techsummary_2119766.pdf (135.34 KB),Finance,Enclosed,ANIL KUMAR SINGH,31-Jul-2026 03:20 PM,finance_2119766.pdf,BOQ Comparative Chart,Project Manager Unit-16,Internal,"Project Manager Unit-16, Project Manager Unit-02, Accountant",ANIL KUMAR SINGH,31-Jul-2026 03:41 PM,finsummary_2119766.pdf (1471.88 KB),Technical,Enclosed,ANIL KUMAR SINGH,02-May-2026 02:26 PM,technical_2119766.pdf,AOC,Project Manager Unit-16,"Office of The Project Manager Unit-16, Near Suzuki Bike Agency, Patel Chauraha Bharuhana Mirzapur",1,Fee/PreQual/Technical,.pdf,BID Document,"41,000",No,fixed,,Nil,Nil,1.0,SBI Bank,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-16 Mirzapur,01/PM-16/UPPCL/2026-27,2026_UPPRC_1135358_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"5,900",Nil,Nil,No,10-Apr-2026 09:00 AM,17-Apr-2026 04:00 PM,10-Apr-2026 09:00 AM,17-Apr-2026 02:00 PM,NA ,NA ,10-Apr-2026 09:00 AM,17-Apr-2026 02:00 PM,02-May-2026 06:00 PM,"CONSTRUCTION OF CYCLE STAND AT RAJKIYA INTER COLLEGE OBRA, RAJKIYA HIGH SCHOOL JUGAIL AND RAJKIYA BALIKA HIGH SCHOOL GOTHANI DISTT- SONEBHDRA","CONSTRUCTION OF CYCLE STAND AT RAJKIYA INTER COLLEGE OBRA, RAJKIYA HIGH SCHOOL JUGAIL AND RAJKIYA BALIKA HIGH SCHOOL GOTHANI DISTT- SONEBHDRA",As per BID Document ,NA ,"20,27,000",Civil Works,NA ,Tender,90.0,120.0,DISTT- SONEBHDRA,231216.0,NA ,NA ,NA ,Mirzapur,No ,No,AOC
,,,,,,,,,2,6052500,RAMA PLANNERS PRIVATE LIMITED,17-Apr-2026 12:31 PM,Rejected-AOC,L2 Frim,31-Jul-2026 03:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
