S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,14-May-2026 10:00 AM,22-May-2026 12:30 PM,14-May-2026 10:00 AM,21-May-2026 12:00 PM,NA ,NA ,14-May-2026 10:00 AM,21-May-2026 12:00 PM,05-Jun-2026 04:00 PM,1,Fee/PreQual/Technical,.pdf,DOCUMENTS,"51,000",No,fixed,,Nil,Nil,944.0,Nil,Nil,No,Ward sankhya 13 Uttrakhand Colony ki vibhinn sadkon ka Nirman karya,Ward sankhya 13 Uttrakhand Colony ki vibhinn sadkon ka Nirman karya,Please refer Tender documents. ,NA ,"25,01,000",Civil Works,NA ,Tender,90.0,90.0,MEERUT,250002.0,NA ,NA ,NA ,EE RED MEERUT,No ,No,EE RED MEERUT,VIKAS BHAWAN MEERUT,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BAGHPAT,12/RED/TENDER/MRT/BOND CLECK/2026-27 02.04.2026,2026_REDUP_1147931_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Technical,TECH bid open,UDAY SHANKAR,22-May-2026 02:38 PM,technical_2148184.pdf,EE RED MEERUT DIVISION,Internal,01-EE RED MEERUT DIVISION 02-AE RED MEERUT DIVISION 03-DAO RED MEERUT DIVISION,UDAY SHANKAR,03-Jul-2026 04:47 PM,finsummary_2148184.pdf (571.47 KB),Finance,FINANCIAL BID OPEN,UDAY SHANKAR,06-Jun-2026 11:47 AM,,BOQ Comparative Chart,EE,Internal,EE RED MEERUT DAO RED MEERUTAE RED MEERUT,UDAY SHANKAR,30-May-2026 03:18 PM,05-Jun-2026 04:00 PM,techsummary_2148184.pdf (211.05 KB),03-Jul-2026,"INR 2,495,352.47",90.0,UDAY SHANKAR,03-Jul-2026 04:50 PM,Bond.pdf (571.00 KB),BOND WITH RS CONSTRUCTION,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BAGHPAT,2026_REDUP_1147931_7,12/RED/TENDER/MRT/BOND CLECK/2026-27 02.04.2026,Ward sankhya 13 Uttrakhand Colony ki vibhinn sadkon ka Nirman karya,1.0,6126858.0,r s construction co,INR,"2,495,352.47",1,6119561,Dakshit Associates,19-May-2026 09:38 PM,Rejected-Finance,L2 bidder,03-Jul-2026 04:47 PM,AOC
,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6126858,r s construction co,20-May-2026 12:09 AM,Accepted-AOC,BOND WITH RS CONSTRUCTION,03-Jul-2026 04:50 PM,AOC
