Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,Summary,Dileep Shukla,01-Jun-2026 03:15 PM,,04-Jul-2026,"INR 4,508,962.32",180.0,Dileep Shukla,04-Jul-2026 08:57 AM,21_23.pdf (135.00 KB),Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,"Er D K Shukla SE RED Gorakhpur Circle, Er Surya Prakash EE RED Deoria, Er Vivek Priya EE RED Gorakhpur, Mr Kanhaiya Lal DAO RED Deoria",Dileep Shukla,11-Jun-2026 10:06 AM,16-Jun-2026 12:00 PM,techsummary_2156374.pdf (909.45 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1150865_23,21/SE RED Gorakhpur/Deoria/26-27 Dt 02/04/2026,"Under District Deoria, Construction of road from village Dubali to Kolhua on Rudrapur Barhaj road of development block Barhaj, Lot No 23",1,6144608,DAYASHANKAR TRIPATHI CONTRACTOR,26-May-2026 11:24 PM,Accepted-AOC,AoC,04-Jul-2026 08:57 AM,Finance,Summary,Dileep Shukla,16-Jun-2026 03:23 PM,,BOQ Comparative Chart,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,03-Jul-2026 01:54 PM,finsummary_2156374.pdf (134.83 KB),1.0,6144608.0,DAYASHANKAR TRIPATHI CONTRACTOR,INR,"4,508,962.32",AOC,21-May-2026 10:00 AM,01-Jun-2026 12:30 PM,21-May-2026 10:00 AM,30-May-2026 12:00 PM,NA ,NA ,21-May-2026 10:00 AM,30-May-2026 12:00 PM,16-Jun-2026 12:00 PM,"76,500",No,percentage,2.0%,Nil,Nil,"2,714",Nil,Nil,No,"Under District Deoria, Construction of road from village Dubali to Kolhua on Rudrapur Barhaj road of development block Barhaj, Lot No 23","Under District Deoria, Construction of road from village Dubali to Kolhua on Rudrapur Barhaj road of development block Barhaj, Lot No 23",Please refer Tender documents. ,NA ,"38,25,000",Civil Works,NA ,Tender,90.0,NA ,Deoria,273001.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",25-May-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur",1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,21/SE RED Gorakhpur/Deoria/26-27 Dt 02/04/2026,2026_REDUP_1150865_23,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,6147259,M/S RAMAKANT PANDEY,29-May-2026 06:39 PM,Rejected-Finance,Rejected,03-Jul-2026 01:54 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,AOC
