Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
13-Jul-2026,"INR 40,000",25.0,Akhilesh kumar Gautam,13-Jul-2026 03:44 PM,Lot31.pdf (498.00 KB),Due To L1,1.0,6090651.0,M/S VEDANT CONSTRUCTION,INR,"40,000","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||IX Circle Irrigation Works, Bahraich||Flood Division, Shravasti",2026_UPIDC_1144187_1,01/EE/2026-27,Anti erosion work by providing laying Geo Tube at Primary school Bhutha at L/B of Rapti River in District Shrawasti.,1,6092744,BANKE BIHARI CONTRACTOR & GENERAL ORDER SUPPLIERS,06-May-2026 10:02 AM,Rejected-Finance,Due To L2,13-Jul-2026 03:41 PM,Finance,FINANCIAL EVALUATION,Akhilesh kumar Gautam,13-Jul-2026 03:38 PM,finance_2137571.pdf,BOQ Comparative Chart,Akhilesh Kumar Gautam,Internal,Vikash Shiromani Singh,Akhilesh kumar Gautam,15-May-2026 04:23 PM,18-May-2026 03:00 PM,techsummary_2137571.pdf (641.61 KB),Technical,Technical Evaluation,Akhilesh kumar Gautam,15-May-2026 04:20 PM,technical_2137571.pdf,Akhilesh Kumar Gautam,Internal,Vikash Siromani Singh,Akhilesh kumar Gautam,13-Jul-2026 03:41 PM,finsummary_2137571.pdf (587.20 KB),AOC,1.0,SBI Bank,"2,354",Nil,Nil,No,"40,000",Yes,fixed,,Nil,Nil,30-Apr-2026 06:50 PM,06-May-2026 03:30 PM,30-Apr-2026 06:50 PM,06-May-2026 02:00 PM,NA ,NA ,30-Apr-2026 06:50 PM,06-May-2026 02:00 PM,18-May-2026 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||IX Circle Irrigation Works, Bahraich||Flood Division, Shravasti",01/EE/2026-27,2026_UPIDC_1144187_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Anti erosion work by providing laying Geo Tube at Primary school Bhutha at L/B of Rapti River in District Shrawasti.,Anti erosion work by providing laying Geo Tube at Primary school Bhutha at L/B of Rapti River in District Shrawasti. (Lot-31),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,25.0,Bhinga,271831.0,NA ,NA ,NA ,FLOOD DIVISION SHRAWASTI,No ,No,1,DateCorrigendum,Date,,EXECUTIVE ENGINEER,FLOOD DIVISION SHRAWASTI,1,Fee/PreQual/Technical,.pdf,Documents,AOC
,,,,,,,,,,,,,,,,2,6090651,M/S VEDANT CONSTRUCTION,06-May-2026 11:07 AM,Accepted-AOC,Due To L1,13-Jul-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other Corrigendum,Other,,,,2,Finance,.xls,BOQ,AOC
