Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
13-Jul-2026,"INR 953,528.64",90.0,Umesh Kumar,31-Jul-2026 02:00 PM,01.pdf (612.00 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura",2026_UPIDC_1155497_1,03/EE/Lower Mat/2026-27,Lot 01,1.0,6195485.0,Phoughat Construction,INR,"953,528.64",1,6193087,DEVENDRA KUMAR SHARMA,14-Jun-2026 09:08 PM,Rejected-Finance,L5,24-Jun-2026 09:22 AM,Finance,Bid Opening Summary,Umesh Kumar,24-Jun-2026 09:01 AM,finance_2164599.pdf,BOQ Comparative Chart,Umesh kumar,Internal,Neeraj Kumar Tyagi and Umesh kumar,Umesh Kumar,18-Jun-2026 04:10 PM,23-Jun-2026 09:00 AM,techsummary_2164599.pdf (54.19 KB),Technical,Bid Opening Summary,Umesh Kumar,18-Jun-2026 03:40 PM,technical_2164599.pdf,Umesh Kumar,Internal,,Umesh Kumar,24-Jun-2026 09:22 AM,finsummary_2164599.pdf (24.13 KB),AOC,"31,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tender Document,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura",03/EE/Lower Mat/2026-27,2026_UPIDC_1155497_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,09-Jun-2026 09:00 AM,15-Jun-2026 12:00 PM,09-Jun-2026 09:00 AM,15-Jun-2026 11:00 AM,NA ,NA ,09-Jun-2026 09:00 AM,15-Jun-2026 11:00 AM,23-Jun-2026 09:00 AM,Lot 01,Pre-cast Boundary Wall for Security of Kandli Inspection House.,Please refer Tender documents. ,NA ,"15,32,000",Civil Works - Canal,NA ,Tender,90.0,90.0,"L.M.B.D.G.C., Mathura",281001.0,NA ,NA ,NA ,"L.M.B.D.G.C., Mathura",No ,No,Executive Engineer,"L.M.B.D.G.C., Mathura",854.0,Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,6193805,M/S Harish Kumar Contractor,14-Jun-2026 02:38 PM,Rejected-Finance,L6,24-Jun-2026 09:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6194657,M/s Pathak and Company,14-Jun-2026 10:21 PM,Rejected-Technical,As par Report,18-Jun-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6193074,M/S PRADEEP ASSOCIATES,14-Jun-2026 08:56 AM,Rejected-Technical,As par Report,18-Jun-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6192595,M/S SHIV CONSTRUCTION,13-Jun-2026 07:16 PM,Rejected-Finance,L2,24-Jun-2026 09:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6193694,M/S TANVI CONSTRUCTION,15-Jun-2026 05:22 AM,Rejected-Finance,L3,24-Jun-2026 09:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,6195485,Phoughat Construction,15-Jun-2026 10:42 AM,Accepted-AOC,L1,31-Jul-2026 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,6193433,SHRI RADHEY ASSOCIATES,14-Jun-2026 06:34 PM,Rejected-Finance,L4,24-Jun-2026 09:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
