Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
SUPRINTENDING ENGINEER,Near Jahanvi Hotel Putlighar Mirzapur,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,01/SE RED/tender/2026-27 Dt 01-04-2026,2026_REDUP_1145967_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,09-May-2026 10:00 AM,26-May-2026 12:30 PM,09-May-2026 10:00 AM,25-May-2026 02:00 PM,NA ,NA ,09-May-2026 10:00 AM,25-May-2026 02:00 PM,06-Jun-2026 12:00 PM,1.0,SBI Bank,"3,414",Nil,Nil,No,Gram sabha anantrampatti me kajhuri CC road se gond basti tak interlocking nirman karya,Gram sabha anantrampatti me kajhuri CC road se gond basti tak interlocking nirman karya,Please refer Tender documents. ,NA ,"48,90,000",Civil Works,NA ,Tender,90.0,90.0,Mirzapur,231001.0,NA ,NA ,NA ,SUPERINTENDING ENGINEER RURAL ENGINEERING DEPARTME,No ,No,1.0,date,Date,,1,Fee/PreQual/Technical,.pdf,sbd,"98,000",Yes,fixed,,Nil,Nil,AOC,1.0,6133560.0,M/S VINOD KUMAR PANDEY,INR,"4,882,345",SE,Internal,DAOEE,Vimal Kumar,07-Jul-2026 05:25 PM,finsummary_2144038.pdf (22.88 KB),Finance,finan,Lalita Verma,06-Jun-2026 03:10 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1145967_16,01/SE RED/tender/2026-27 Dt 01-04-2026,Gram sabha anantrampatti me kajhuri CC road se gond basti tak interlocking nirman karya,1,6138146,M/S PRITHVI NATH TIWARI,23-May-2026 09:10 PM,Rejected-Finance,l2,07-Jul-2026 05:25 PM,09-Jul-2026,"INR 4,882,345",90.0,Vimal Kumar,09-Jul-2026 05:55 PM,rampatt.pdf (1132.00 KB),Technical,tech,Pooja Rani,30-May-2026 04:40 PM,,SE,Internal,EEDAO,Lalita Verma,02-Jun-2026 04:23 PM,06-Jun-2026 12:00 PM,techsummary_2144038.pdf (276.05 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6133560,M/S VINOD KUMAR PANDEY,21-May-2026 12:53 PM,Accepted-AOC,AOC,09-Jul-2026 05:55 PM,,,,,,,,,,,,,,,,,,,AOC
