Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
25-Jun-2026,"INR 3,017,169.83",120.0,KARAN SINGH,07-Jul-2026 04:46 PM,L1.pdf (413.00 KB),fees,1,6134390,KRISHNA TRADERS,22-May-2026 03:16 AM,Rejected-Finance,L2,16-Jun-2026 03:15 PM,1.0,6132207.0,MIRDUL LATA CONTRACTOR,INR,"3,017,169.83",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE PILIBHIT,2026_REDUP_1147359_2,1265/RED/Etender/Bond Clerck/2025-2 date 31-03-26,Construction of interlocking road and drain from Bandhurams cellar to Maafi link road in village Sarauri development block Lalourikheda,Finance,Attandance shee,KARAN SINGH,10-Jun-2026 04:17 PM,finance_2146698.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Assistant Engineer, Divisional Accountant",KARAN SINGH,05-Jun-2026 06:00 PM,10-Jun-2026 12:00 PM,techsummary_2146698.pdf (309.72 KB),Technical,Attandance sheet,KARAN SINGH,25-May-2026 02:53 PM,technical_2146698.pdf,Executive Engineer,Internal,Assistant Engineer Divisional Accountant,KARAN SINGH,16-Jun-2026 03:15 PM,finsummary_2146698.pdf (492.11 KB),AOC,Construction of interlocking road and drain from Bandhurams cellar to Maafi link road in village Sarauri development block Lalourikheda,Construction of interlocking road and drain from Bandhurams cellar to Maafi link road in village Sarauri development block Lalourikheda,Construction of interlocking road and drain from Bandhurams cellar to Maafi link road in village Sarauri development block Lalourikheda ,NA ,"30,22,000",Civil Works,NA ,Tender,90.0,NA ,RED PILIBHIT,262001.0,"Rural Engineering Department, Pilibhit ",collectrate compound Pilibhit ,15-May-2026 12:00 PM ,"Rural Engineering Department, Pilibhit",No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE PILIBHIT,1265/RED/Etender/Bond Clerck/2025-2 date 31-03-26,2026_REDUP_1147359_2,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical,1.0,SBI Bank,"60,000",No,fixed,,Nil,Nil,Executive Engineer,"Rural Engineering Department, Pilibhit",12-May-2026 12:00 PM,25-May-2026 02:00 PM,12-May-2026 12:00 PM,25-May-2026 12:00 PM,NA ,NA ,12-May-2026 12:00 PM,25-May-2026 12:00 PM,10-Jun-2026 12:00 PM,AOC
,,,,,,,2,6132207,MIRDUL LATA CONTRACTOR,21-May-2026 12:32 PM,Accepted-AOC,L1,07-Jul-2026 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,AOC
