Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
04-Jul-2026,"INR 2,608,005.65",90.0,ARUN KUMAR VERMA,04-Jul-2026 06:16 PM,TeghvaAOC.pdf (198.00 KB),M/s Brijesh Kumar Singh FINANCIAL BID RATE FOUND LOWEST AND BELOW THE RATE OF DIPARTMENTAL RATE HANCE A.O.C.GENERATED IN THE NAME OF M/s Brijesh Kumar Singh,1.0,6131988.0,BRIJESH KUMAR SINGH,INR,"2,608,005.65",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE MAU,2026_REDUP_1149427_1,13date04.04.2026,Block Badraon ke Gram Sabha Tenghwa (Tenghna) me roopchand gupta ke ghar se dilip maurya ke ghar tak Interlocking karya.,1.0,6131988.0,BRIJESH KUMAR SINGH,20-May-2026 06:03 PM,Accepted-AOC,SECOND LOWEST RATE FOUND,04-Jul-2026 06:16 PM,Technical,Two Technical Bid found,ARUN KUMAR VERMA,05-Jun-2026 06:16 PM,technical_2151814.pdf,EE RED MAU,Internal,"E.E.A.K.Verma,D.A.O.Kunwar Raghavendra Singh,AE Jai Prakash Singh",ARUN KUMAR VERMA,04-Jul-2026 06:13 PM,finsummary_2151814.pdf (362.97 KB),Finance,Two financial Bid found,ARUN KUMAR VERMA,04-Jul-2026 12:50 PM,finance_2151814.pdf,BOQ Comparative Chart,EE RED MAU,Internal,"E.E.A.K.Verma,D.A.O.Kunwar Raghavendra Singh,AE Jai Prakash Singh",ARUN KUMAR VERMA,09-Jun-2026 09:47 PM,11-Jun-2026 12:30 PM,techsummary_2151814.pdf (362.97 KB),AOC,"63,000",No,fixed,,Nil,Nil,Block Badraon ke Gram Sabha Tenghwa (Tenghna) me roopchand gupta ke ghar se dilip maurya ke ghar tak Interlocking karya.,Block Badraon ke Gram Sabha Tenghwa (Tenghna) me roopchand gupta ke ghar se dilip maurya ke ghar tak Interlocking karya.,Please refer Tender documents. ,NA ,"31,39,000",Civil Works,NA ,Tender,90.0,90.0,MAU,275101.0,NA ,NA ,NA ,Ex.En.R.E.D. Vikas Bhawan Mau,No ,No,Ex.En.R.E.D. Vikas Bhawan Mau,Ex.En.R.E.D. Vikas Bhawan Mau,16-May-2026 05:00 PM,23-May-2026 01:30 PM,16-May-2026 05:00 PM,23-May-2026 12:00 PM,NA ,NA ,16-May-2026 05:00 PM,23-May-2026 12:00 PM,11-Jun-2026 12:30 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Payment Certificate,"1,104",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE MAU,13date04.04.2026,2026_REDUP_1149427_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2.0,6132919.0,M/s. CHAUDHARY CONSTRUCTION,21-May-2026 09:36 AM,Rejected-Finance,SECOND LOWEST RATE FOUND,04-Jul-2026 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
