S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,EXECUTIVE ENGINEER,VIKAS BHAWAN GYANPUR,"46,000",No,fixed,,Nil,Nil,"1,174",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE BHADOHI,07/RED/Tender Notice/2026-27 Dt 04-04-2026,2026_REDUP_1145926_38,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,SBD,Gram panchayat kaulapur chakvijai me shivpoojan maurya ke ghar se indresh mishra ke ghar tak interlocking karya.,Road,Please refer Tender documents. ,NA ,"23,01,000",Civil Works - Roads,NA ,Rate Contract,90.0,NA ,BHADOHI,221304.0,NA ,NA ,NA ,VIKAS BHAWAN GYANPUR,No ,No,08-May-2026 06:00 PM,15-May-2026 12:30 PM,08-May-2026 06:00 PM,15-May-2026 12:00 PM,NA ,NA ,08-May-2026 06:00 PM,15-May-2026 12:00 PM,23-May-2026 12:00 PM,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE BHADOHI,2026_REDUP_1145926_38,07/RED/Tender Notice/2026-27 Dt 04-04-2026,Gram panchayat kaulapur chakvijai me shivpoojan maurya ke ghar se indresh mishra ke ghar tak interlocking karya.,1,6116136,Pandey Construction,14-May-2026 04:31 PM,Accepted-AOC,AOC,30-Jul-2026 02:54 PM,Pragya Parmita,Internal,AE DAO,RAM BHAROSHA TIWARY,30-Jun-2026 03:27 PM,finsummary_2143294.pdf (363.00 KB),Finance,financial bid opened,RAM BHAROSHA TIWARY,30-Jun-2026 03:19 PM,finance_2143294.pdf,BOQ Comparative Chart,1.0,6116136.0,Pandey Construction,INR,"2,692,946",Pragya Parmita,Internal,AE DAO,RAM BHAROSHA TIWARY,22-May-2026 03:12 PM,23-May-2026 12:00 PM,techsummary_2143294.pdf (273.66 KB),Technical,Tender Opened,Pragya Parmita,22-May-2026 12:06 PM,technical_2143294.pdf,30-Jul-2026,"INR 2,692,946",90.0,RAM BHAROSHA TIWARY,30-Jul-2026 02:54 PM,kaulapur.pdf (312.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,6116222,YATHARTH CONSTRUCTION,14-May-2026 06:07 PM,Rejected-Finance,high rate,30-Jun-2026 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
