Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,sbd,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,103/EE/RED/Tender/2026-27 Dt. 08.04.2026,2026_REDUP_1151499_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Block Bamaur ke gram Chakdori main Chakdori dhaam par boundrywall ka nirman karya,Block Bamaur ke gram Chakdori main Chakdori dhaam par boundrywall ka nirman karya,Please refer Tender documents. ,NA ,"11,48,000",Civil Works,NA ,Tender,90.0,90.0,Block Bamaur ke gram Chakdori main Chakdori dhaam,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,854.0,Nil,Nil,No,EE RED Jhansi,EE RED Jhansi,"23,000",Yes,fixed,,Nil,Nil,21-May-2026 04:00 PM,29-May-2026 03:30 PM,21-May-2026 04:00 PM,29-May-2026 12:00 PM,NA ,NA ,21-May-2026 04:00 PM,29-May-2026 12:00 PM,17-Jun-2026 12:30 PM,AOC,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,11-Jun-2026 05:37 PM,17-Jun-2026 12:30 PM,techsummary_2156910.pdf (665.35 KB),Finance,final,Chaman Srivastava,15-Jul-2026 02:40 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,15-Jul-2026 02:47 PM,finsummary_2156910.pdf (397.15 KB),Technical,FINAL,RAJNEESH KUMAR,11-Jun-2026 05:35 PM,,1,6143548,M/S MAA SHAKUNTALA CONSTRUCTION,28-May-2026 12:02 PM,Rejected-Finance,N,15-Jul-2026 02:47 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1151499_5,103/EE/RED/Tender/2026-27 Dt. 08.04.2026,Block Bamaur ke gram Chakdori main Chakdori dhaam par boundrywall ka nirman karya,1.0,6143465.0,M/S SENGAR ENTERPRISES,INR,"1,140,758",15-Jul-2026,"INR 1,140,758",90.0,Chaman Srivastava,15-Jul-2026 02:49 PM,CHAKADORI.pdf (397.00 KB),FINAL,AOC
2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6143465,M/S SENGAR ENTERPRISES,28-May-2026 12:42 PM,Accepted-AOC,Y,15-Jul-2026 02:49 PM,,,,,,,,,,,,,,,,,AOC
