Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Committee,Internal,Committee,BHARAM PAL SINGH,18-Mar-2026 11:36 AM,18-Mar-2026 12:00 PM,techsummary_2055924.pdf (728.23 KB),Technical,UNDER EVALUATION,BHARAM PAL SINGH,18-Mar-2026 11:18 AM,,22-Apr-2026,"INR 2,764,080.76",90.0,RAJENDRA SINGH BHATI,28-Jul-2026 11:19 AM,aoc12.pdf (956.00 KB),AOC,1.0,5863482.0,Arun Kumar Enterprises,12-Feb-2026 12:02 PM,Rejected-Finance,L2,22-Apr-2026 05:47 PM,Yamuna Expressway Industrial Development Authority,2026_YEIDA_1111842_12,YEA/GM(PROJECT)/2026/463 DT-29/01/2026,"Pond rejuvenation at village -jhajhar near balmiki basti,YEA WC-06",Finance,UNDER,BHARAM PAL SINGH,22-Apr-2026 05:44 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,22-Apr-2026 05:47 PM,finsummary_2055924.pdf (258.70 KB),1.0,5862425.0,M/S VIPIN PRAKASH CONTRACTOR,INR,"2,764,080.76",AOC,1.0,SBI Bank,"95,315",No,fixed,,Nil,Nil,"Pond rejuvenation at village -jhajhar near balmiki basti,YEA WC-06","Pond rejuvenation at village -jhajhar near balmiki basti,YEA WC-06",Please refer Tender documents. ,NA ,"47,65,656",Civil Works,NA ,Tender,90.0,90.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"1,067",Nil,Nil,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2026/463 DT-29/01/2026,2026_YEIDA_1111842_12,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,03-Feb-2026 06:55 PM,13-Feb-2026 11:00 AM,03-Feb-2026 06:55 PM,12-Feb-2026 05:00 PM,NA ,NA ,03-Feb-2026 06:55 PM,12-Feb-2026 05:00 PM,18-Mar-2026 12:00 PM,AOC
,,,,,,,,,,,,,,,,,,,2.0,5865588.0,M/S S M CONSTRUCTION,12-Feb-2026 04:56 PM,Rejected-Finance,L3,22-Apr-2026 05:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3.0,5862425.0,M/S VIPIN PRAKASH CONTRACTOR,11-Feb-2026 03:14 PM,Accepted-AOC,L1,28-Jul-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
