Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
16-Jul-2026,"INR 1,885,867.8",60.0,Harindra Kumar,17-Jul-2026 06:27 PM,LOI2.pdf (131.00 KB),Total Contract Value Rs. 1885867.80,1,6233757,M/S B R ENTERPRISES,05-Jul-2026 11:49 PM,Accepted-AOC,Ist Lowest Rate,17-Jul-2026 06:27 PM,1.0,6233757.0,M/S B R ENTERPRISES,INR,"1,885,867.8",U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly,2026_SCIDC_1165183_1,45-2/E.E.E. Bly/E-Tender/BLY/2026-27 Dt. 30.06.2026,"20 Nos. Solar LED High Mast Light at Various Places in Vidhan Sabha Area Bhojipura, Bareilly, District-Bareilly (MLA Nidhi)",Finance,Financial Bid Opening Summary,Harindra Kumar,16-Jul-2026 05:24 PM,finance_2185319.pdf,BOQ Comparative Chart,Muniveer Singh,Internal,"Muniveer Singh, Harindra Kumar, Bhaskar Mishra",Harindra Kumar,08-Jul-2026 04:00 PM,08-Jul-2026 04:05 PM,techsummary_2185319.pdf (145.98 KB),Technical,Technical Bid Opening Summary,Harindra Kumar,08-Jul-2026 03:56 PM,technical_2185319.pdf,Muniveer Singh,Internal,"Muniveer Singh, Harindra Kumar, Bhaskar Mishra",Harindra Kumar,16-Jul-2026 06:12 PM,finsummary_2185319.pdf (136.11 KB),AOC,"1,652",EE UPSCIDCO,BAREILLY,No,Executive Engineer (Elect.) Officer,"UPSCIDCO, 154 Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",1,DD - Demand Draft,01-Jul-2026 09:00 AM,06-Jul-2026 02:00 PM,01-Jul-2026 09:00 AM,06-Jul-2026 01:00 PM,NA ,NA ,01-Jul-2026 09:00 AM,06-Jul-2026 01:00 PM,08-Jul-2026 04:05 PM,"20 Nos. Solar LED High Mast Light at Various Places in Vidhan Sabha Area Bhojipura, Bareilly, District-Bareilly (MLA Nidhi)","20 Nos. Solar LED High Mast Light at Various Places in Vidhan Sabha Area Bhojipura, Bareilly, District-Bareilly (MLA Nidhi)","20 Nos. Solar LED High Mast Light at Various Places in Vidhan Sabha Area Bhojipura, Bareilly, District-Bareilly (MLA Nidhi) ",NA ,"18,87,000",Solar Street Lights,20 Nos. Solar LED High Mast Light at Bhojipura ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,"37,800",No,fixed,,EE UPSCIDCO,BAREILLY,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly,45-2/E.E.E. Bly/E-Tender/BLY/2026-27 Dt. 30.06.2026,2026_SCIDC_1165183_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ",AOC
,,,,,,,2,6233764,M/S MAHAVEER CONSTRUCTION AND GENERAL ORDER SUPPLIERS,06-Jul-2026 12:11 AM,Rejected-AOC,IInd Lowest Rate,17-Jul-2026 06:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,AOC
