S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
1.0,6187601.0,M/S SHRI BANKE BIHARI CONSTGRUCTION AND SUPPLYER,INR,"70,023.4","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||Irrigation Division Kannauj",2026_UPIDC_1155326_3,01/AE-4/2026-27,Silt Clearance of Chingharwapur Drain From Km. 2.100 to 0.000 for the year 2026-27,1,6187601,M/S SHRI BANKE BIHARI CONSTGRUCTION AND SUPPLYER,11-Jun-2026 11:13 AM,Accepted-AOC,L1,09-Jul-2026 11:38 AM,24-Jul-2026,"INR 70,023.4",10.0,Vinay Dev Tiwari,09-Jul-2026 11:38 AM,03.pdf (357.00 KB),AOC,Vinay Dev Tiwari,Internal,Ankur Kumar DAO,Vinay Dev Tiwari,11-Jun-2026 06:20 PM,12-Jun-2026 11:00 AM,techsummary_2167403.pdf (395.64 KB),Finance,Financial Bid detail,Vinay Dev Tiwari,23-Jun-2026 12:54 PM,finance_2167403.pdf,BOQ Comparative Chart,Vinay Dev Tiwari,Internal,Ankur Kumar DAO,Vinay Dev Tiwari,23-Jun-2026 01:22 PM,finsummary_2167403.pdf (210.57 KB),Technical,Tender Technical detail,Vinay Dev Tiwari,11-Jun-2026 05:58 PM,technical_2167403.pdf,AOC,"12,000",No,fixed,,Nil,Nil,05-Jun-2026 11:00 AM,11-Jun-2026 12:30 PM,05-Jun-2026 11:00 AM,11-Jun-2026 11:30 AM,NA ,NA ,05-Jun-2026 11:00 AM,11-Jun-2026 11:30 AM,12-Jun-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,NIT,780.0,Nil,Nil,No,1.0,SBI Bank,Silt Clearance of Chingharwapur Drain From Km. 2.100 to 0.000 for the year 2026-27,Silt Clearance,Please refer Tender documents. ,NA ,"1,18,000",Civil Works - Others,NA ,Tender,90.0,10.0,Kannauj,209725.0,NA ,NA ,NA ,Kannauj,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||Irrigation Division Kannauj",01/AE-4/2026-27,2026_UPIDC_1155326_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Assistant Engineer IV Irrigation Division Kannauj,Office of Assistant Engineer IV Irrigation Division Saraimeera Kannauj,AOC
,,,,,,,,,2,6179940,POONAM ENTERPRISES,10-Jun-2026 09:01 AM,Rejected-Technical,Due to repeated machine paper,11-Jun-2026 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6186984,Rajendra and Brothers,11-Jun-2026 12:25 AM,Rejected-Finance,Higher Bid,23-Jun-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6177877,Rishabh pandey,09-Jun-2026 05:49 AM,Rejected-Finance,Higher Bid,23-Jun-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6182986,VERMADEEN,09-Jun-2026 05:06 PM,Rejected-Technical,Machine Document not submitted,11-Jun-2026 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
