Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
20-Jul-2026,"INR 171,650",15.0,Naveen Kumar,21-Jul-2026 03:09 PM,06.pdf (25.00 KB),AOC,1.0,6106475.0,RR CONSTRUCTION,INR,"171,650",U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Upper Division Agra Canal Mathura,2026_UPIDC_1145472_3,01/EE/2026-27,Clearance of Internal Section of Navipur Drain from Km. 0.000 to 4.600,1,6101373,MOTI LAL CONSTRUCTION,09-May-2026 05:22 PM,Rejected-AOC,L2,21-Jul-2026 03:09 PM,Finance,Financial,Naveen Kumar,08-Jun-2026 12:37 PM,finance_2141360.pdf,BOQ Comparative Chart,naveen kumar,Internal,karanpal,Naveen Kumar,29-May-2026 02:54 PM,29-May-2026 05:00 PM,techsummary_2141360.pdf (275.44 KB),Technical,technical,Naveen Kumar,29-May-2026 01:15 PM,technical_2141360.pdf,naveen kumar,Internal,karan pal,Naveen Kumar,08-Jun-2026 12:59 PM,finsummary_2141360.pdf (23.07 KB),AOC,EE UDAC Mathura,EE UDAC Mathura,"7,000",Yes,fixed,,Nil,Nil,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Upper Division Agra Canal Mathura,01/EE/2026-27,2026_UPIDC_1145472_3,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,Clearance of Internal Section of Navipur Drain from Km. 0.000 to 4.600,LOT03,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,EE UDAC Mathura,281001.0,NA ,NA ,NA ,EE UDAC Mathura,No ,No,06-May-2026 11:00 AM,12-May-2026 04:00 PM,06-May-2026 11:00 AM,11-May-2026 05:00 PM,NA ,NA ,06-May-2026 11:00 AM,11-May-2026 05:00 PM,29-May-2026 05:00 PM,1.0,SBI Bank,177.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,,,,,,,,2,6101065,M/S MOOLI,09-May-2026 04:13 PM,Rejected-AOC,L6,21-Jul-2026 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,3,6101209,M/S SHIVDUTT,09-May-2026 04:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-May-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6099301,NAND KISHOR,09-May-2026 02:10 PM,Rejected-AOC,L3,21-Jul-2026 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6096039,NARENDRA SINGH,10-May-2026 06:16 PM,Rejected-AOC,L4,21-Jul-2026 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6095983,RAJENDRA SINGH,10-May-2026 05:51 PM,Rejected-AOC,L5,21-Jul-2026 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,6106475,RR CONSTRUCTION,11-May-2026 03:01 PM,Accepted-AOC,L1,21-Jul-2026 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
