S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,DATE.,Date,,EEREDAGRA,EEREDAGRA,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,58/NIVIDA AGRA/2025-26 dt 07.5.2026,2026_REDUP_1156625_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,03-Jun-2026 12:00 PM,16-Jun-2026 12:30 PM,03-Jun-2026 12:00 PM,16-Jun-2026 12:00 PM,NA ,NA ,03-Jun-2026 12:00 PM,16-Jun-2026 12:00 PM,18-Jun-2026 10:00 AM,"50,000",Yes,fixed,,Nil,Nil,VIAKSH JHAND BCIHPURI K GRAM KALWARI K MAZRA NAO ABADIVILASH MAJ MAI MANOJ K MAKAN SE KHAYALIRAM RAJENDRA K MAKAN SE SHIV CHARAN K MAKAN KI GHR KI OR CC NAALI KARAYA,VIAKSH JHAND BCIHPURI K GRAM KALWARI K MAZRA NAO ABADIVILASH MAJ MAI MANOJ K MAKAN SE KHAYALIRAM RAJENDRA K MAKAN SE SHIV CHARAN K MAKAN KI GHR KI OR CC NAALI KARAYA,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,AGRA,282002.0,NA ,NA ,NA ,EEREDAGRA,No ,No,1.0,SBI Bank,854.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,sbd,AOC,EERED,Internal,,Dinesh Singh,17-Jun-2026 11:19 AM,18-Jun-2026 10:00 AM,techsummary_2167281.pdf (181.05 KB),Finance,ALL BID ADMITTED,Dinesh Singh,18-Jun-2026 11:26 AM,,BOQ Comparative Chart,EERED,Internal,,Dinesh Singh,18-Jun-2026 02:14 PM,finsummary_2167281.pdf (181.05 KB),Technical,ALL BID ADMITTED,Dinesh Singh,16-Jun-2026 05:45 PM,,1,6190422,M/S PRAYAG CONSTRUCTION,14-Jun-2026 12:55 PM,Rejected-Finance,L2,18-Jun-2026 02:14 PM,1.0,6189600.0,M/S SWASTIK ENTERPRISES,INR,"2,493,753",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,2026_REDUP_1156625_1,58/NIVIDA AGRA/2025-26 dt 07.5.2026,VIAKSH JHAND BCIHPURI K GRAM KALWARI K MAZRA NAO ABADIVILASH MAJ MAI MANOJ K MAKAN SE KHAYALIRAM RAJENDRA K MAKAN SE SHIV CHARAN K MAKAN KI GHR KI OR CC NAALI KARAYA,18-Jun-2026,"INR 2,493,753",90.0,Dinesh Singh,09-Jul-2026 05:03 PM,BLANK.pdf (181.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6189600,M/S SWASTIK ENTERPRISES,12-Jun-2026 09:03 PM,Accepted-AOC,l1,09-Jul-2026 05:03 PM,,,,,,,,,,,,,,,,AOC
