EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"74,000",Yes,fixed,,Nil,Nil,"5,900",Nil,Nil,No,PROJECT MANAGER,"Indra Puri Near Police Chauki, Bhola Kheda Lucknow",1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow||Unit-08 Lucknow,03/PCL/PM/UNIT-8/2026-27/Dated 16-04-2026,2026_UPPRC_1137958_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"REPAIRING AND WATER PROOFING OF OFFICE BUILDING TERRACE AT SALES TAX DEPARTMENT, 5 MEERABAI MARG, LUCKNOW (U.P)","REPAIRING AND WATER PROOFING OF OFFICE BUILDING TERRACE AT SALES TAX DEPARTMENT, 5 MEERABAI MARG, LUCKNOW (U.P)",Please refer Tender documents. ,NA ,"37,01,000",Civil Works,NA ,Tender,30.0,90.0,LUCKNOW,226001.0,NA ,NA ,NA ,LUCKNOW,No ,No,17-Apr-2026 11:00 AM,27-Apr-2026 04:00 PM,17-Apr-2026 11:00 AM,27-Apr-2026 03:00 PM,NA ,NA ,17-Apr-2026 11:00 AM,27-Apr-2026 03:00 PM,11-May-2026 02:00 PM,AOC,Technical,technical committee report,Vinay Kumar Jain,11-May-2026 12:05 PM,technical_2124804.pdf,Project Manager,Internal,PM UPPCL UNIT8 AND 14 LUCKNOW ACCTT UNIT8 UPPCL LUCKNOW,VINAY KUMAR JAIN,31-Jul-2026 05:07 PM,finsummary_2124804.pdf (411.98 KB),Finance,FIN,Arvind Kumar Debey,29-Jul-2026 06:27 PM,finance_2124804.pdf,BOQ Comparative Chart,PROJECT MANAGER,Internal,PM 8 AND PM 14 UPPCL LUCKNOW ACCTT UPPCL UNIT8 LUCKNOW,Vinay Kumar Jain,11-May-2026 12:10 PM,11-May-2026 02:00 PM,techsummary_2124804.pdf (411.36 KB),31-Jul-2026,"INR 3,662,058",90.0,VINAY KUMAR JAIN,31-Jul-2026 05:18 PM,GST.pdf (702.00 KB),1,6070215,B K TRADERS,26-Apr-2026 04:48 PM,Rejected-AOC,Accepted,31-Jul-2026 05:18 PM,1.0,6069626.0,M/S A H VENTURES,INR,"3,662,058",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow||Unit-08 Lucknow,2026_UPPRC_1137958_1,03/PCL/PM/UNIT-8/2026-27/Dated 16-04-2026,"REPAIRING AND WATER PROOFING OF OFFICE BUILDING TERRACE AT SALES TAX DEPARTMENT, 5 MEERABAI MARG, LUCKNOW (U.P)",AOC
,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6069626,M/S A H VENTURES,26-Apr-2026 06:13 PM,Accepted-AOC,accepted,31-Jul-2026 05:18 PM,,,,,,,,,,AOC
