Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur",1.0,SBI Bank,"Under District Kushinagar, Construction of Road from Primary School Pakadiyahwa to NH-28B to Laxmipur Pitch Marg in Gram Sabha Naurangia of Block Nebua Naurangia, Lot No 24","Under District Kushinagar, Construction of Road from Primary School Pakadiyahwa to NH-28B to Laxmipur Pitch Marg in Gram Sabha Naurangia of Block Nebua Naurangia, Lot No 24",Please refer Tender documents. ,NA ,"78,83,000",Civil Works,NA ,Tender,90.0,NA ,Kushinagar,274403.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",22-May-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,13/SE RED Gorakhpur/Kushinagar/26-27 Dt 02/04/2026,2026_REDUP_1150423_24,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,57,660",No,percentage,2.0%,Nil,Nil,19-May-2026 12:00 PM,29-May-2026 12:30 PM,19-May-2026 12:00 PM,28-May-2026 12:00 PM,NA ,NA ,19-May-2026 12:00 PM,28-May-2026 12:00 PM,16-Jun-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"2,714",Nil,Nil,No,AOC,1,6135873,KUSUM DEVI,26-May-2026 05:35 PM,Accepted-AOC,AoC,20-Jul-2026 06:05 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1150423_24,13/SE RED Gorakhpur/Kushinagar/26-27 Dt 02/04/2026,"Under District Kushinagar, Construction of Road from Primary School Pakadiyahwa to NH-28B to Laxmipur Pitch Marg in Gram Sabha Naurangia of Block Nebua Naurangia, Lot No 24",Finance,Summary,Dileep Shukla,16-Jun-2026 02:10 PM,,BOQ Comparative Chart,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,20-Jul-2026 04:18 PM,finsummary_2154216.pdf (714.49 KB),1.0,6135873.0,KUSUM DEVI,INR,"9,290,431.48",Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,"Er D K Shukla SE RED GORAKHPUR CIRCLE, Er Surya Prakash EE RED Kushinagar, Er Surya Prakash EE RED Deoria, Mr Anop Kumar Rajpoot DAO RED Kushinagar",Dileep Shukla,11-Jun-2026 09:23 AM,16-Jun-2026 12:00 PM,techsummary_2154216.pdf (821.89 KB),Technical,Summary,Dileep Shukla,29-May-2026 07:35 PM,,21-Jul-2026,"INR 9,290,431.48",180.0,Dileep Shukla,20-Jul-2026 06:05 PM,13_24.pdf (714.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,AOC,2,6135901,MS OM CONSTRUCTION PRO- DEEPAK KUMAR SINGH,27-May-2026 01:16 PM,Rejected-Finance,Rejected,20-Jul-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
