Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,2026_REDUP_1163878_1,413_05/Mlay/KHERI/2026-27,"Installation work of 4way semi high-mast light at 20 different locations in Block Phoolbehar under Assembly Constituency 140 Srinagar. Work ID 240137610, (Approval letter no. 251 dated 14.05.2026)",1.0,6238199.0,M/s OM HARI ENTERPRISES,INR,"2,452,997",1,6238199,M/s OM HARI ENTERPRISES,09-Jul-2026 02:04 PM,Accepted-AOC,Accepted,24-Jul-2026 02:40 PM,22-Jul-2026,"INR 2,452,997",60.0,Rajendra Nath Chaturvedi,24-Jul-2026 02:40 PM,AOC_413_05.pdf (427.00 KB),Hemant Saxena,Internal,,Rajendra Nath Chaturvedi,20-Jul-2026 06:14 PM,finsummary_2182048.pdf (616.68 KB),Technical,Recommended for Technical Evaluation,Rajendra Nath Chaturvedi,10-Jul-2026 05:32 PM,technical_2182048.pdf,Hemant Saxena,Internal,,Rajendra Nath Chaturvedi,15-Jul-2026 04:35 PM,18-Jul-2026 12:00 PM,techsummary_2182048.pdf (237.71 KB),Finance,Recommended for Financial Evaluation,Rajendra Nath Chaturvedi,18-Jul-2026 02:32 PM,finance_2182048.pdf,BOQ Comparative Chart,AOC,"50,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical PDF,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,413_05/Mlay/KHERI/2026-27,2026_REDUP_1163878_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Hemant Saxena,Executive Engineer Rural Engineering Department Vikas Bhawan Lakhimpur Kheri,"Installation work of 4way semi high-mast light at 20 different locations in Block Phoolbehar under Assembly Constituency 140 Srinagar. Work ID 240137610, (Approval letter no. 251 dated 14.05.2026)","Installation work of 4way semi high-mast light at 20 different locations in Block Phoolbehar under Assembly Constituency 140 Srinagar. Work ID 240137610, (Approval letter no. 251 dated 14.05.2026)",Please Refer Tender Document ,NA ,"24,69,200",Civil Works,NA ,Tender,90.0,60.0,Lakhimpur Kheri,262701.0,NA ,NA ,NA ,RED Lakhimpur Kheri,No ,No,01-Jul-2026 12:00 PM,10-Jul-2026 12:30 PM,01-Jul-2026 12:00 PM,10-Jul-2026 12:00 PM,NA ,NA ,01-Jul-2026 12:00 PM,10-Jul-2026 12:00 PM,18-Jul-2026 12:00 PM,944.0,Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,,,,2,6238517,OM SAI ENTERPRISES,09-Jul-2026 01:22 PM,Rejected-Finance,2nd Lowest Bidder,20-Jul-2026 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
