Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage
30-Jul-2026,"INR 6,360,477.06",180.0,MuneshKumar Lodhi,30-Jul-2026 09:49 PM,14.pdf (425.00 KB),a,Technical,c,MuneshKumar Lodhi,06-Jul-2026 01:45 PM,,Er. Munesh Kumar Lodhi,Internal,se,MuneshKumar Lodhi,06-Jul-2026 01:59 PM,13-Jul-2026 12:00 PM,techsummary_2165440.pdf (118.25 KB),Finance,c,MuneshKumar Lodhi,13-Jul-2026 01:57 PM,,BOQ Comparative Chart,ER MUNESH KUMAR LODHI,Internal,se,MuneshKumar Lodhi,30-Jul-2026 09:47 PM,finsummary_2165440.pdf (425.05 KB),1.0,6187863.0,RAI ENTERPRISES,INR,"6,360,477.06",1,6173306,M/s Vishwakarma Construction,06-Jun-2026 02:13 AM,Rejected-Finance,r,30-Jul-2026 09:47 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,2026_REDUP_1155884_14,26/RED/Tender/File No/Bond Clerk/2026-27Dt. 07.04.26,Vikas Khand Khalilabad mein Jas Vi Deva Hata pitch marg se jagannath chaudhary adarsh inter college hote huye mathurapur tak interlocking road nirman karya,AOC,"2,714",Nil,Nil,No,SE RED BASTI,O/O SE RED BASTI,1.0,date,Date,,Vikas Khand Khalilabad mein Jas Vi Deva Hata pitch marg se jagannath chaudhary adarsh inter college hote huye mathurapur tak interlocking road nirman karya,Vikas Khand Khalilabad mein Jas Vi Deva Hata pitch marg se jagannath chaudhary adarsh inter college hote huye mathurapur tak interlocking road nirman karya,as per sbd ,NA ,"61,57,000",Civil Works,NA ,Tender,90.0,180.0,WORKS,272001.0,NA ,NA ,NA ,O/O SE RED BASTI,No ,No,"1,23,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,26/RED/Tender/File No/Bond Clerk/2026-27Dt. 07.04.26,2026_REDUP_1155884_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,01-Jun-2026 12:00 PM,12-Jun-2026 12:30 PM,01-Jun-2026 12:00 PM,12-Jun-2026 12:00 PM,01-Jun-2026 12:00 PM ,12-Jun-2026 12:00 PM ,01-Jun-2026 12:00 PM,12-Jun-2026 12:00 PM,13-Jul-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Technical,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6187863,RAI ENTERPRISES,11-Jun-2026 01:11 PM,Accepted-AOC,a,30-Jul-2026 09:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,AOC
