S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,6259849.0,M/s National Construction,INR,"1,932,090.15",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1169455_1,853/EE/RED/ENIV/NIR/2026-27 Dt 22.06.2026,Motiganj Bagulahi marg se Shivanagar Sampark marg ka Nirman Karya,1,6259849,M/s National Construction,20-Jul-2026 04:26 PM,Accepted-AOC,L1,24-Jul-2026 11:35 AM,24-Jul-2026,"INR 1,932,090.15",120.0,Jay Bahadur Singh,24-Jul-2026 11:35 AM,MotiganjAOC.pdf (195.00 KB),Bond,EE RED GONDA,Internal,SRI J B SINGH EE SRI SIDDHARTHA VIKRAM SINGH A E SRI L K CHAKRAVARTI D A O,Jay Bahadur Singh,24-Jul-2026 11:12 AM,24-Jul-2026 11:15 AM,techsummary_2194560.pdf (311.46 KB),Finance,Summary,Jay Bahadur Singh,24-Jul-2026 11:30 AM,,BOQ Comparative Chart,EE RED GONDA,Internal,SRI J B SINGH EE SRI SIDDHARTHA VIKRAM SINGH A E SRI L K CHAKRAVARTI D A O,Jay Bahadur Singh,24-Jul-2026 11:33 AM,finsummary_2194560.pdf (195.01 KB),Technical,Summary,Sujeet Kumar Sinha,21-Jul-2026 08:37 PM,,AOC,EE RED GONDA,EE RED GONDA Vikas Bhawan Distt Gonda,950.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,NIT with T1,1.0,SBI Bank,15-Jul-2026 04:00 PM,21-Jul-2026 12:30 PM,15-Jul-2026 04:00 PM,21-Jul-2026 12:00 PM,NA ,NA ,15-Jul-2026 04:00 PM,21-Jul-2026 12:00 PM,24-Jul-2026 11:15 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,853/EE/RED/ENIV/NIR/2026-27 Dt 22.06.2026,2026_REDUP_1169455_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Motiganj Bagulahi marg se Shivanagar Sampark marg ka Nirman Karya,Motiganj Bagulahi marg se Shivanagar Sampark marg ka Nirman Karya,Motiganj Bagulahi marg se Shivanagar Sampark marg ka Nirman Karya ,NA ,"19,32,090",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,"38,642",Yes,percentage,2.0%,Nil,Nil,AOC
,,,,,,,,,2,6259851,PARAMJEET SINGH,20-Jul-2026 04:02 PM,Rejected-Finance,L2,24-Jul-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
