S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
1.0,6191685.0,M/S SHRI BANKE BIHARI CONSTGRUCTION AND SUPPLYER,INR,"210,928.5","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||Irrigation Division Kannauj",2026_UPIDC_1157095_2,02/EE/2026-27,Silt Clearance of Safiyapur Drain From Km. 10.600 to 0.000 for the year 2026-27,1,6191247,DEV CONSTRUCTIONS AND SUPPLIERS,12-Jun-2026 06:34 PM,Rejected-Finance,L6,30-Jun-2026 01:11 PM,30-Jun-2026,"INR 210,928.5",20.0,SURYA MANI SINGH,08-Jul-2026 11:40 AM,002.pdf (309.00 KB),AOC,Surya Mani Singh E E,Internal,Rajkumar Ae III Vinay dev Tiwari Ae IV Ankur Kumar DAO,SURYA MANI SINGH,30-Jun-2026 01:11 PM,finsummary_2169924.pdf (254.18 KB),Technical,Technical Detail,SURYA MANI SINGH,15-Jun-2026 05:59 PM,technical_2169924.pdf,Surya Mani Singh E E,Internal,Rajkumar Ae III Vinay dev Tiwari Ae IV Ankur Kumar DAO,SURYA MANI SINGH,16-Jun-2026 09:13 AM,16-Jun-2026 09:30 AM,techsummary_2169924.pdf (274.80 KB),Finance,Financial detail,SURYA MANI SINGH,16-Jun-2026 10:39 AM,finance_2169924.pdf,BOQ Comparative Chart,AOC,856.0,Nil,Nil,No,"61,000",No,fixed,,Nil,Nil,08-Jun-2026 09:00 AM,13-Jun-2026 11:30 AM,08-Jun-2026 09:00 AM,13-Jun-2026 11:00 AM,NA ,NA ,08-Jun-2026 09:00 AM,13-Jun-2026 11:00 AM,16-Jun-2026 09:30 AM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||Irrigation Division Kannauj",02/EE/2026-27,2026_UPIDC_1157095_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer Irrigation Division Kannauj,Office of Executive Engineer Irrigation Division Saraimeera Kannauj,1.0,SBI Bank,Silt Clearance of Safiyapur Drain From Km. 10.600 to 0.000 for the year 2026-27,Silt Clearance,Please refer Tender documents. ,NA ,"6,05,000",Civil Works - Others,NA ,Tender,90.0,20.0,Kannauj,209725.0,NA ,NA ,NA ,Kannauj,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,2,6191163,M/S RAM AND SONS SUPPLIERS,12-Jun-2026 06:52 PM,Rejected-Finance,L5,30-Jun-2026 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,3,6191685,M/S SHRI BANKE BIHARI CONSTGRUCTION AND SUPPLYER,13-Jun-2026 10:39 AM,Accepted-AOC,L1,08-Jul-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6191454,M/S TANYA CONSTRUCTIONS AND SUPPLIER,12-Jun-2026 11:59 PM,Rejected-Finance,L4,30-Jun-2026 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6191618,M/S TRIPLE R CONSTRUCTION AND SUPLIERS,13-Jun-2026 09:57 AM,Rejected-Finance,L2,30-Jun-2026 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,6191630,M/S Vinay Construction,13-Jun-2026 10:11 AM,Rejected-Finance,L3,30-Jun-2026 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,6185083,Namrta Contruction,12-Jun-2026 09:48 AM,Rejected-Technical,Technical Unqualified,16-Jun-2026 09:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,6191513,Rangers Group,13-Jun-2026 07:11 AM,Rejected-Technical,Technical Unqualified,16-Jun-2026 09:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,9,6186751,Sanjiv Kumar Chaturvedi contructor and Supplier,10-Jun-2026 09:53 PM,Rejected-Finance,L2,30-Jun-2026 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
