Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
15-Jul-2026,"INR 10,453,709.44",270.0,Alok Kumar,15-Jul-2026 03:04 PM,aoc10_3.pdf (331.00 KB),AS PER UPLOADED,Technical,AS PER UPLOADED,Alok Kumar,07-Jun-2026 12:39 AM,technical_2142952.pdf,ALOK KUMAR,Internal,AS PER UPLOADED,Alok Kumar,07-Jun-2026 12:50 AM,10-Jun-2026 11:00 AM,techsummary_2142952.pdf (383.99 KB),Finance,AS PER UPLOADED,Alok Kumar,12-Jun-2026 11:59 PM,finance_2142952.pdf,BOQ Comparative Chart,ALOK KUMAR,Internal,AS PER UPLOADED,Alok Kumar,16-Jun-2026 05:28 PM,finsummary_2142952.pdf (383.99 KB),1.0,6131938.0,M/s PRATIK ENTERPRISES,INR,"10,453,709.44","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur",2026_UPIDC_1146065_10,01/SE/2026-27,"Reconstruction work of 06 (Type-1) quarters of Sinchpal/Belder/Meth under Irrigation Division-2, Deoria in District Kushinagar",1,6131883,M/S KHURSED AHMAD,20-May-2026 05:19 PM,Rejected-Technical,AS PER TECHNICAL EVALUATON,07-Jun-2026 12:50 AM,AOC,1.0,SBI Bank,"3,714",Nil,Nil,No,"Reconstruction work of 06 (Type-1) quarters of Sinchpal/Belder/Meth under Irrigation Division-2, Deoria in District Kushinagar","Reconstruction work of 06 (Type-1) quarters of Sinchpal/Belder/Meth under Irrigation Division-2, Deoria in District Kushinagar",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,270.0,KUSHINAGAR,274403.0,NA ,NA ,NA ,"SE GANDAK IRRIGATION WORK CIRCLE-1, GORAKHPUR",No ,No,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENT,SUPERINTENDING ENGINEER,"SUPERINTENDING ENGINEER GANDAK IRRIGATION WORK CIRCLE-1, GORAKHPUR","2,72,000",Yes,fixed,,Nil,Nil,07-May-2026 10:00 AM,21-May-2026 01:30 PM,07-May-2026 10:00 AM,21-May-2026 01:00 PM,NA ,NA ,07-May-2026 10:00 AM,21-May-2026 01:00 PM,10-Jun-2026 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur",01/SE/2026-27,2026_UPIDC_1146065_10,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6133025,M/S K. K. CONSTRUCTION,21-May-2026 11:38 AM,Rejected-Finance,AS PER FINANCIAL EVALUATION,16-Jun-2026 05:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6131832,M/S MAA AMBE ASSOCIATES,21-May-2026 11:21 AM,Rejected-Finance,AS PER FINANCIAL EVALUATION,16-Jun-2026 05:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6132933,M/S PRABHAT TRADERS,21-May-2026 12:58 PM,Rejected-Finance,AS PER FINANCIAL EVALUATION,16-Jun-2026 05:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6131938,M/s PRATIK ENTERPRISES,20-May-2026 08:33 PM,Accepted-AOC,AS PER UPLOADED,15-Jul-2026 03:04 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6133525,RANJEET SINGH,21-May-2026 12:43 PM,Rejected-Finance,AS PER FINANCIAL EVALUATION,16-Jun-2026 05:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
