S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,6145915.0,M/S SHRI SAI CONSTRUCTIONS & GENRAL ORDER SUPPILER,INR,"4,593,697",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE,2026_REDUP_1147416_6,23/RED/Nivida file Shahjahanpur/E Nivida/2026-27 dated 02-04-2026,"Interlocking work in Village Banthra, Development Block Dadraul, extending from the National Highway (via the Yagyashala) up to Dinesh Singh residence.",1,6145915,M/S SHRI SAI CONSTRUCTIONS & GENRAL ORDER SUPPILER,27-May-2026 04:17 PM,Accepted-AOC,DUE TO LOWER RATE,16-Jul-2026 04:56 PM,13-Jul-2026,"INR 4,593,697",90.0,RAJESH KUMAR,16-Jul-2026 04:56 PM,SH6.pdf (430.00 KB),"AOC OF THE WORK - Interlocking work in Village Banthra, Development Block Dadraul, extending from the National Highway (via the Yagyashala) up to Dinesh Singh residence.",SEREDCIRCLEBAREILLY,Internal,EREDCIRCLEBAREILYEEREDDIVSIONSHAHJAHANPUREEREDDIVISIONPILIBHITDAOREDDIVISIONSHAHJAHANPUR,RAJESH KUMAR,26-Jun-2026 01:34 PM,finsummary_2146727.pdf (1005.09 KB),Technical,BID OPEN,RAJESH KUMAR,09-Jun-2026 08:18 PM,technical_2146727.pdf,SEREDCIRCLEBAREILLY,Internal,SEREDCIRCLEBAREILLYEEREDDIVISIONSHAHJAHANPUREEREDDIVISIONPILIBHITDAOREDDIVISIONSHAHJAHANPUR,RAJESH KUMAR,09-Jun-2026 08:21 PM,16-Jun-2026 12:30 PM,techsummary_2146727.pdf (716.10 KB),Finance,financia bid open,RAJESH KUMAR,26-Jun-2026 01:31 PM,finance_2146727.pdf,BOQ Comparative Chart,AOC,1.0,SBI Bank,"78,000",No,fixed,,Nil,Nil,"2,354",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE,23/RED/Nivida file Shahjahanpur/E Nivida/2026-27 dated 02-04-2026,2026_REDUP_1147416_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,12-May-2026 10:00 AM,28-May-2026 04:00 PM,12-May-2026 10:00 AM,28-May-2026 12:00 PM,NA ,NA ,12-May-2026 10:00 AM,28-May-2026 12:00 PM,16-Jun-2026 12:30 PM,SE RED CIRCLE BAREILLY,SE RED CIRCLE BAREILLY OFFICE,"Interlocking work in Village Banthra, Development Block Dadraul, extending from the National Highway (via the Yagyashala) up to Dinesh Singh residence.","Interlocking work in Village Banthra, Development Block Dadraul, extending from the National Highway (via the Yagyashala) up to Dinesh Singh residence.",Please refer Tender documents. ,NA ,"38,95,000",Civil Works - Roads,NA ,Tender,90.0,90.0,DADRAUL SHAHJAHANPUR,242226.0,SE RED CIRCLE BAREILLY OFFICE ,SE RED CIRCLE BAREILLY OFFICE ,13-May-2026 12:00 PM ,SE RED CIRCLE BAREILLY OFFICE,No ,No,AOC
,,,,,,,,,2,6147719,Rakesh Kumar Pathak,28-May-2026 07:47 AM,Rejected-Finance,due to higher rate,26-Jun-2026 01:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
