Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Technical,lllllllllllll,Satish Chand Raghvendram,11-Jun-2026 01:51 PM,,21-Jul-2026,"INR 1,875,024",120.0,Satish Chand Raghvendram,21-Jul-2026 03:19 PM,nigohirailwayfatak.pdf (90.00 KB),railway fatak,ee red,Internal,AE RED DAO RED,Satish Chand Raghvendram,11-Jun-2026 01:56 PM,16-Jun-2026 12:00 PM,techsummary_2149926.pdf (338.80 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE SHAHJAHANPUR,2026_REDUP_1148278_11,06 Date 02-04-2026 Twarit spn,railway fatak,1,6145338,M/S ASESAR SINGH CONTRACTOR,27-May-2026 12:25 PM,Rejected-Finance,atpar,21-Jul-2026 03:15 PM,ee red,Internal,AE RED DAO RED SPN,Satish Chand Raghvendram,21-Jul-2026 03:15 PM,finsummary_2149926.pdf (103.73 KB),Finance,rrrrrrrrr,Satish Chand Raghvendram,21-Jul-2026 03:11 PM,,BOQ Comparative Chart,1.0,6145298.0,M/S VAISHNO CONSTRUCTION COMPANY,INR,"1,875,024",AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE SHAHJAHANPUR,06 Date 02-04-2026 Twarit spn,2026_REDUP_1148278_11,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,railway fatak,Interlocking work from Railway Gate to Village Dabhora Hanuman Temple on Nigohi Road,Please refer Tender documents. ,NA ,"15,97,000",Civil Works - Roads,interlocking ,Rate Contract,90.0,120.0,shahjahanpur,242001.0,NA ,NA ,NA ,vikas bhawan shahjahanpur,No ,No,15-May-2026 10:00 AM,30-May-2026 12:30 PM,15-May-2026 10:00 AM,29-May-2026 04:00 PM,NA ,NA ,15-May-2026 10:30 AM,29-May-2026 04:00 PM,16-Jun-2026 12:00 PM,executive Engineer,2nd floor vikas bhawan spn,854.0,Nil,Nil,No,"32,000",No,fixed,,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,nit,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,6145298,M/S VAISHNO CONSTRUCTION COMPANY,27-May-2026 12:14 PM,Accepted-AOC,winer,21-Jul-2026 03:19 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,AOC
