Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"2,354",Nil,Nil,No,1.0,SBI Bank,EE,VIKAS BHAWAN VARANASI,1,Fee/PreQual/Technical,.pdf,Tender doc,"42,020",Yes,percentage,2.0%,Nil,Nil,20-May-2026 12:00 PM,20-Jun-2026 12:30 PM,20-May-2026 12:00 PM,20-Jun-2026 12:00 PM,NA ,NA ,20-May-2026 12:00 PM,20-Jun-2026 12:00 PM,07-Jul-2026 12:00 PM,Shri Annpurna Rishikul brahmcharya ashram sansakrit Madhyamic Vidyalay Shivpur Varanasi ka nirman karya,Shri Annpurna Rishikul brahmcharya ashram sansakrit Madhyamic Vidyalay Shivpur Varanasi ka nirman karya,Please refer Tender documents. ,NA ,"21,01,000",Civil Works,NA ,Tender,90.0,90.0,EE RED VARANASI,221002.0,NA ,NA ,NA ,VIKAS BHAWAN VARANASI,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,51 DATE 04-04-2026,2026_REDUP_1150784_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,EE,Internal,,Rajesh Kumar Yadav,09-Jul-2026 05:40 PM,finsummary_2155155.pdf (107.51 KB),Technical,Admitted,Pankaj Rai,02-Jul-2026 01:53 PM,,EE,Internal,,Rajesh Kumar Yadav,02-Jul-2026 02:29 PM,07-Jul-2026 12:00 PM,techsummary_2155155.pdf (411.85 KB),Finance,Admitted,Rajesh Kumar Yadav,08-Jul-2026 03:54 PM,,BOQ Comparative Chart,1,6207422,MS NEETI CONSTRUCTION COMPANY,19-Jun-2026 07:44 PM,Accepted-AOC,L1,24-Jul-2026 02:38 PM,1.0,6207422.0,MS NEETI CONSTRUCTION COMPANY,INR,"2,050,706.12",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2026_REDUP_1150784_3,51 DATE 04-04-2026,Shri Annpurna Rishikul brahmcharya ashram sansakrit Madhyamic Vidyalay Shivpur Varanasi ka nirman karya,24-Jul-2026,"INR 2,050,706.12",90.0,Rajesh Kumar Yadav,24-Jul-2026 02:38 PM,1321.pdf (499.00 KB),AOC
,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6207670,M/s Riddhi Enterprises,19-Jun-2026 07:18 PM,Rejected-Finance,L2,09-Jul-2026 05:40 PM,,,,,,,,,,,,,,,,AOC
