Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
EE AGDC ALIGAGH,Internal,EE AGDC ALIGARH EE BDGC BULANDSHAHAR EE ID FIROZABAD,Rajendra Kumar,27-May-2026 03:12 PM,27-May-2026 04:00 PM,techsummary_2153318.pdf (1890.10 KB),21-Jul-2026,"INR 393,965",15.0,Rajendra Kumar,21-Jul-2026 12:55 PM,SAMITIGANGAMEERUT.pdf (1890.00 KB),03/ee/2026-27,Technical,document,Rajendra Kumar,27-May-2026 02:53 PM,technical_2153318.pdf,1.0,6137884.0,SIYA INFRATECH,INR,"393,965",Finance,document,Rajendra Kumar,27-May-2026 05:31 PM,finance_2153318.pdf,BOQ Comparative Chart,EE ADGC ALIGARH,Internal,EE ADGC ALIGARH BDGC BULANDSHAHAR EE ID FIROZABAD,Rajendra Kumar,21-Jul-2026 12:52 PM,finsummary_2153318.pdf (1890.10 KB),"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||ADGC, Aligarh",2026_UPIDC_1149973_11,1975 dt 07.05.2026,SILT CLEARANCE FROM INTERNAL SECTION OF DINAOLI DY FROM KM 0.000 TO 8.950,1,6130378,AMAR SINGH,23-May-2026 10:42 AM,Rejected-Finance,L2,21-Jul-2026 12:52 PM,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||ADGC, Aligarh",1975 dt 07.05.2026,2026_UPIDC_1149973_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,19-May-2026 10:00 AM,25-May-2026 03:00 PM,19-May-2026 10:00 AM,25-May-2026 01:00 PM,NA ,NA ,19-May-2026 10:00 AM,25-May-2026 01:00 PM,27-May-2026 04:00 PM,354.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,pdf,1.0,SBI Bank,EE ADGC ALIGARH,EE ADGC ALGARH,"13,160",No,percentage,2.0%,Nil,Nil,SILT CLEARANCE FROM INTERNAL SECTION OF DINAOLI DY FROM KM 0.000 TO 8.950,SILT CLEARANCE FROM INTERNAL SECTION OF DINAOLI DY FROM KM 0.000 TO 8.950,Please refer Tender documents. ,NA ,"6,58,000",Civil Works,NA ,Tender,90.0,15.0,ALIGARH,202001.0,NA ,NA ,NA ,ALIGARH,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6137884,SIYA INFRATECH,23-May-2026 05:28 PM,Accepted-AOC,L1,21-Jul-2026 12:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
