Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow",02/SE-VII/2026-27,2026_UPIDC_1149249_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AS PER TENDER NOTICE-02 LOT-04,AS PER TENDER NOTICE-02 LOT-04,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,270.0,Barabanki,225001.0,Lucknow ,"Office of Superintending Engineer, VII Circle Irrigation Works, Sarojni Naidu Marg, Lucknow. ",18-May-2026 01:00 PM ,Lucknow,No ,No,"1,213",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,SBI Bank,"2,42,500",No,fixed,,Nil,Nil,Superintending Engineer,"Office of Superintending Engineer, VII Circle Irrigation Works, Sarojni Naidu Marg, Lucknow.",18-May-2026 10:00 AM,23-May-2026 03:00 PM,18-May-2026 10:00 AM,23-May-2026 10:00 AM,NA ,NA ,18-May-2026 10:00 AM,23-May-2026 10:00 AM,15-Jun-2026 04:00 PM,AOC,Superintending Engineer,Internal,,bhanu pratap singh,19-Jun-2026 03:54 PM,finsummary_2151639.pdf (172.96 KB),Technical,summary uploaded,bhanu pratap singh,12-Jun-2026 02:43 PM,technical_2151639.pdf,Bhanu Pratap Singh SE,Internal,Surendra Pal Singh SE,bhanu pratap singh,12-Jun-2026 02:48 PM,15-Jun-2026 04:00 PM,techsummary_2151639.pdf (605.00 KB),Finance,Summary Uploaded,bhanu pratap singh,19-Jun-2026 03:47 PM,finance_2151639.pdf,BOQ Comparative Chart,1.0,6136878.0,S.B. ENTERPRISES,INR,"10,902,552.6","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow",2026_UPIDC_1149249_4,02/SE-VII/2026-27,AS PER TENDER NOTICE-02 LOT-04,1,6136763,M/S ARPNA CONSTRUCTION,23-May-2026 08:40 AM,Rejected-Finance,L2,19-Jun-2026 03:54 PM,06-Jul-2026,"INR 10,902,552.6",270.0,bhanu pratap singh,20-Jul-2026 03:58 PM,Aoc02Lot04.pdf (348.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6136878,S.B. ENTERPRISES,23-May-2026 08:32 AM,Accepted-AOC,L1,20-Jul-2026 03:58 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6136691,sri durga shakti traders,22-May-2026 10:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,12-Jun-2026 02:43 PM,,,,,,,,AOC
