Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage
01-Jul-2026,"INR 560,498.69",180.0,Sanjai Gangwar,01-Jul-2026 02:48 PM,FR07AGR.pdf (495.00 KB),1,6220206,M/S SHREE BANKEY BIHARI CONSTRUCTION,27-Jun-2026 10:19 AM,Rejected-AOC,OK,01-Jul-2026 02:48 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,2026_SCIDC_1156471_2,07/MLA/AGRA/26-27,"CONSTRUCTION OF C.C. CHAUK AT BARAULIYA BASTI, PARK-3, JAGDISHPURA, AGRA.",1.0,6220186.0,YASH CONSTRUCTION,INR,"560,498.69",Finance,Rate of YASH CONSTRUCTION is accepted.,Sanjai Gangwar,01-Jul-2026 02:39 PM,finance_2178748.pdf,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,,Sanjai Gangwar,29-Jun-2026 03:52 PM,29-Jun-2026 03:55 PM,techsummary_2178748.pdf (229.46 KB),Technical,All bids are ok.,Sanjai Gangwar,29-Jun-2026 03:28 PM,technical_2178748.pdf,EXECUTIVE ENGINEER,Internal,,Sanjai Gangwar,01-Jul-2026 02:44 PM,finsummary_2178748.pdf (495.22 KB),AOC,1,Fee/PreQual/Technical,.pdf,NIT,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,07/MLA/AGRA/26-27,2026_SCIDC_1156471_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,826.0,UPSCIDCO,AGRA,No,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Agra.","Ex. En. Office H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra, Agra.",20-Jun-2026 01:00 PM,27-Jun-2026 01:00 PM,20-Jun-2026 01:00 PM,27-Jun-2026 12:00 PM,NA ,NA ,20-Jun-2026 01:00 PM,27-Jun-2026 12:00 PM,29-Jun-2026 03:55 PM,"11,000",Yes,fixed,,UPSCIDCO,AGRA,"CONSTRUCTION OF C.C. CHAUK AT BARAULIYA BASTI, PARK-3, JAGDISHPURA, AGRA.","CONSTRUCTION OF C.C. CHAUK AT BARAULIYA BASTI, PARK-3, JAGDISHPURA, AGRA.",Please refer Tender documents. ,NA ,"5,61,000",Civil Works,NA ,Tender,180.0,180.0,AGRA,282007.0,NA ,NA ,NA ,EXECUTIVE ENGINEER,No ,No,1.0,RTGS - RTGS Payment,AOC
,,,,,,2,6220186,YASH CONSTRUCTION,27-Jun-2026 08:56 AM,Accepted-AOC,OK,01-Jul-2026 02:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
