Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Vikas khand bamaur ke Gursarai road se adjara gaon ki aur apex sadak ka nirman.,Vikas khand bamaur ke Gursarai road se adjara gaon ki aur apex sadak ka nirman.,Please refer Tender documents. ,NA ,"51,86,000",Civil Works,NA ,Tender,90.0,180.0,Vikas khand bamaur ke Gursarai road se adjara gaon,284003.0,NA ,NA ,NA ,SE RED CIRCLE JHANSI,No ,No,1.0,Fee/PreQual/Technical,.pdf,SBD,1.0,Date Extend,Date,,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,92/SE/RED/TENDER/2026-24 Dt- 22.04.2026,2026_REDUP_1155914_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,SE RED CIRCLE JHANSI,SE RED CIRCLE JHANSI,"1,04,000",Yes,fixed,,Nil,Nil,01-Jun-2026 09:00 AM,12-Jun-2026 12:00 PM,01-Jun-2026 09:00 AM,11-Jun-2026 03:00 PM,NA ,NA ,01-Jun-2026 09:00 AM,11-Jun-2026 03:00 PM,13-Jul-2026 12:30 PM,AOC,1,6187854,M/S JAI MAHAKAL TRADERS,11-Jun-2026 12:41 PM,Rejected-Technical,Technical bid rejected as per Para 4.1.1,06-Jul-2026 12:43 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1155914_18,92/SE/RED/TENDER/2026-24 Dt- 22.04.2026,Vikas khand bamaur ke Gursarai road se adjara gaon ki aur apex sadak ka nirman.,Rajneesh Kumar,Internal,SE JHANSI EE JHANSI EE JALAUN DAO JHANSI,RAJNEESH KUMAR,28-Jul-2026 05:25 PM,finsummary_2165603.pdf (274.22 KB),Finance,final,RAJNEESH KUMAR,28-Jul-2026 05:22 PM,,BOQ Comparative Chart,1.0,6164828.0,TIRUPATI INFRA,INR,"5,167,124.52",Rajneesh Kumar,Internal,SE Jhansi EE Jhansi EE Jalaun DAO Jhansi,RAJNEESH KUMAR,06-Jul-2026 12:43 PM,13-Jul-2026 12:30 PM,techsummary_2165603.pdf (336.61 KB),Technical,final,RAJNEESH KUMAR,06-Jul-2026 12:41 PM,technical_2165603.pdf,28-Jul-2026,"INR 5,167,124.52",180.0,RAJNEESH KUMAR,28-Jul-2026 05:28 PM,Adjara.pdf (274.00 KB),FINAL,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6164862,M/s SHRI GANESH SIROTHIYA CONSTRUCTION,04-Jun-2026 04:49 PM,Rejected-Finance,N,28-Jul-2026 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,6164828,TIRUPATI INFRA,04-Jun-2026 03:49 PM,Accepted-AOC,Y,28-Jul-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
