S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,"34,000",No,fixed,,Nil,Nil,EE RED MEERUT DIVISION,VIKAS BHAWAN 2ND FLOOR COLLECTORATE MEERUT,944.0,Nil,Nil,No,14-May-2026 10:00 AM,22-May-2026 12:30 PM,14-May-2026 10:00 AM,21-May-2026 12:00 PM,NA ,NA ,14-May-2026 10:00 AM,21-May-2026 12:00 PM,05-Jun-2026 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE MEERUT,12/RED/Tavrit/26-27/dt-2-4-26,2026_REDUP_1147099_32,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Document,"Ward-58 mai monika dry-clean se saxena ke makan tak or sindhi ke makan se handa ke makan tak aryanagar mai nail, CC road or interlocking tile work","Ward-58 mai monika dry-clean se saxena ke makan tak or sindhi ke makan se handa ke makan tak aryanagar mai nail, CC road or interlocking tile work",Please refer Tender documents. ,NA ,"16,79,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Meerut,250002.0,NA ,NA ,NA ,EE RED MEERUT DIVISION,No ,No,AOC,Finance,finance open,SHUBHAM PARLE,04-Jul-2026 09:16 PM,,BOQ Comparative Chart,EE RED MEERUT DIVISION,Internal,01-EE RED MEERUT DIVISION 02-AE RED MEERUT DIVISION 03-DAO RED MEERUT DIVISION,SHUBHAM PARLE,05-Jul-2026 02:35 PM,finsummary_2146044.pdf (475.30 KB),1.0,6123967.0,G V S CONSTRUCTIONS,INR,"1,672,080.2",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE MEERUT,2026_REDUP_1147099_32,12/RED/Tavrit/26-27/dt-2-4-26,"Ward-58 mai monika dry-clean se saxena ke makan tak or sindhi ke makan se handa ke makan tak aryanagar mai nail, CC road or interlocking tile work",1,6123967,G V S CONSTRUCTIONS,20-May-2026 02:40 PM,Accepted-AOC,Bond with GVS Construction,05-Jul-2026 02:08 AM,EE RED MEERUT DIVISION,Internal,01-EE RED MEERUT DIVISION 02-AE RED MEERUT DIVISION 03-DAO RED MEERUT DIVISION,SHUBHAM PARLE,31-May-2026 01:32 PM,05-Jun-2026 12:30 PM,techsummary_2146044.pdf (218.65 KB),05-Jul-2026,"INR 1,672,080.2",90.0,SHUBHAM PARLE,05-Jul-2026 03:13 PM,BOND.pdf (475.00 KB),bond with GVS construction,Technical,Technical bid open,SHUBHAM PARLE,25-May-2026 01:09 PM,technical_2146044.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6121678,M/S ANUJ INTERLOCKING,17-May-2026 01:59 PM,Rejected-Finance,L2 Bidder,05-Jul-2026 02:35 PM,,,,,,,,,,,,,,,,,,,,AOC
