Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
02-Jul-2026,"INR 181,550.8",15.0,vivek varshney,02-Jul-2026 01:07 PM,PHUGANA.pdf (352.00 KB),A,1.0,6167132.0,Poonam,INR,"181,550.8",U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E L D E Yamuna Canal Prabudhnagar(Muzaffarnagar),2026_UPIDC_1154822_1,C-35/03/EE/2026-27 DT 27.05.2026,01- FUGANA NALE KE KM 0.000 SE KM 3.419 TAK AANTRIK SAFAI KA KARYA,1,6167642,M/S SHIV GORAKH CONSTRUCTION,04-Jun-2026 01:48 PM,Rejected-AOC,A,02-Jul-2026 01:07 PM,Technical,TECH,vivek varshney,05-Jun-2026 04:21 PM,,parveen josia,Internal,VIVIEK VARSHNEU,vivek varshney,02-Jul-2026 01:02 PM,finsummary_2163146.pdf (351.94 KB),Finance,AOC,vivek varshney,02-Jul-2026 12:54 PM,,BOQ Comparative Chart,parveen josia,Internal,VIVEK VARSHNEY,vivek varshney,05-Jun-2026 05:44 PM,05-Jun-2026 06:45 PM,techsummary_2163146.pdf (303.75 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Technical Docoments,1.0,SBI Bank,EE LOWER DIVISION YAMUNA CANAL SHAMLI,EE LOWER DIVISION YAMUNA CANAL OFFICE SHAMLI.,944.0,Nil,Nil,No,"30,000",No,fixed,,Nil,Nil,01- FUGANA NALE KE KM 0.000 SE KM 3.419 TAK AANTRIK SAFAI KA KARYA,01- FUGANA NALE KE KM 0.000 SE KM 3.419 TAK AANTRIK SAFAI KA KARYA,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,15.0,SHAMLI,247776.0,NA ,NA ,NA ,EE LOWER DIVISION YAMUNA CANAL OFFICE SHAMLI.,No ,No,29-May-2026 11:00 AM,04-Jun-2026 03:00 PM,29-May-2026 11:00 AM,04-Jun-2026 02:00 PM,NA ,NA ,29-May-2026 11:00 AM,04-Jun-2026 02:00 PM,05-Jun-2026 06:45 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E L D E Yamuna Canal Prabudhnagar(Muzaffarnagar),C-35/03/EE/2026-27 DT 27.05.2026,2026_UPIDC_1154822_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,6166826,OMBIR CONTRACTOR,04-Jun-2026 09:39 AM,Rejected-Technical,F,05-Jun-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6167132,Poonam,04-Jun-2026 11:51 AM,Accepted-AOC,A,02-Jul-2026 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6161054,PREM DEVCHAUDHARY ENTERPRISES,02-Jun-2026 08:13 AM,Rejected-AOC,A,02-Jul-2026 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6167562,RAJ KUMAR,04-Jun-2026 01:20 PM,Rejected-AOC,A,02-Jul-2026 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
