Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Stage
29-Jul-2026,"INR 5,859,114.51",180.0,RAJNEESH KUMAR,29-Jul-2026 03:47 PM,khuja.pdf (380.00 KB),FINAL,1,6176281,Aaradhana Construction,07-Jun-2026 11:59 AM,Rejected-Finance,N,29-Jul-2026 03:44 PM,1.0,6173975.0,M/S GIRI CONSTRUCTION,INR,"5,859,114.51",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1155914_7,92/SE/RED/TENDER/2026-24 Dt- 22.04.2026,Vikas khand Moth ke Gram Khuja main Junior high school se samsanghat ki aur sadak Nirman karya.,Technical,final,RAJNEESH KUMAR,06-Jul-2026 03:51 PM,,Rajneesh Kumar,Internal,SE JHANSI EE JHANSI EE JALAUN DAO JHANSI,RAJNEESH KUMAR,29-Jul-2026 03:44 PM,finsummary_2165569.pdf (379.99 KB),Finance,FINAL,RAJNEESH KUMAR,29-Jul-2026 03:42 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,SE Jhansi EE Jhansi EE jalaun DAO Jhansi,RAJNEESH KUMAR,06-Jul-2026 03:54 PM,13-Jul-2026 12:30 PM,techsummary_2165569.pdf (326.37 KB),AOC,Vikas khand Moth ke Gram Khuja main Junior high school se samsanghat ki aur sadak Nirman karya.,Vikas khand Moth ke Gram Khuja main Junior high school se samsanghat ki aur sadak Nirman karya.,Please refer Tender documents. ,NA ,"58,85,000",Civil Works,NA ,Tender,90.0,180.0,Vikas khand Moth ke Gram Khuja main Junior high sc,284003.0,NA ,NA ,NA ,SE RED CIRCLE JHANSI,No ,No,1,Fee/PreQual/Technical,.pdf,SBD,1.0,Date Extend,Date,,"2,354",Nil,Nil,No,SE RED CIRCLE JHANSI,SE RED CIRCLE JHANSI,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,92/SE/RED/TENDER/2026-24 Dt- 22.04.2026,2026_REDUP_1155914_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,01-Jun-2026 09:00 AM,12-Jun-2026 12:00 PM,01-Jun-2026 09:00 AM,11-Jun-2026 03:00 PM,NA ,NA ,01-Jun-2026 09:00 AM,11-Jun-2026 03:00 PM,13-Jul-2026 12:30 PM,"1,18,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,2,6173975,M/S GIRI CONSTRUCTION,06-Jun-2026 09:57 AM,Accepted-AOC,Y,29-Jul-2026 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
