Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
18-Jul-2026,INR 100,90.0,GIRISH KUMAR,18-Jul-2026 11:46 AM,6.pdf (86.00 KB),1,6232706,M/S A P S CONSTRUCTION COMPANY,05-Jul-2026 12:44 PM,Rejected-Finance,L2,17-Jul-2026 05:22 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1165263_6,563/RED KUSHINAGAR,Gram Sabha Baluwa me Umesh Chaurasia ke ghar se Ravindra Pratap Mishra ke ghar ki taraf CC Road ka nirman karya.,1.0,6232662.0,M/S NEW KHUSHI SOLAR SHOP,INR,100.0,Technical,Bid Opening Summary,GIRISH KUMAR,16-Jul-2026 11:24 AM,,EE RED KUSHINAGAR,Internal,,GIRISH KUMAR,17-Jul-2026 05:22 PM,finsummary_2185624.pdf (86.32 KB),Finance,Bid Opening Summary,Praveen Kumar,17-Jul-2026 04:46 PM,,BOQ Comparative Chart,EE RED KUSHINAGAR,Internal,,GIRISH KUMAR,17-Jul-2026 11:53 AM,17-Jul-2026 03:00 PM,techsummary_2185624.pdf (155.97 KB),AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,563/RED KUSHINAGAR,2026_REDUP_1165263_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,336",Nil,Nil,No,Gram Sabha Baluwa me Umesh Chaurasia ke ghar se Ravindra Pratap Mishra ke ghar ki taraf CC Road ka nirman karya.,Gram Sabha Baluwa me Umesh Chaurasia ke ghar se Ravindra Pratap Mishra ke ghar ki taraf CC Road ka nirman karya.,Please refer Tender documents. ,NA ,"14,36,000",Civil Works,NA ,Tender,90.0,NA ,WORK,274403.0,NA ,NA ,NA ,EE KUSHINAGAR,No ,No,1,Fee/PreQual/Technical,.pdf,Cover Type Description,EE KUSHINAGAR,EE KUSHINAGAR,02-Jul-2026 09:00 AM,07-Jul-2026 03:00 PM,02-Jul-2026 09:00 AM,07-Jul-2026 12:00 PM,NA ,NA ,02-Jul-2026 09:00 AM,07-Jul-2026 12:00 PM,17-Jul-2026 03:00 PM,"29,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,2,6232662,M/S NEW KHUSHI SOLAR SHOP,05-Jul-2026 02:20 PM,Accepted-AOC,L1,18-Jul-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,AOC
