EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"33,580",Yes,fixed,,Nil,Nil,1.0,SBI Bank,250.0,Nil,Nil,No,EERED RBL,SONIA NAGAR,1,Fee/PreQual/Technical,.pdf,SBDNIT,18-May-2026 09:00 AM,30-May-2026 12:30 PM,18-May-2026 09:00 AM,30-May-2026 12:00 PM,NA ,NA ,18-May-2026 09:00 AM,30-May-2026 12:00 PM,30-Jun-2026 12:30 PM,VIKAS KHAND DALMAU MAI PAKKI SADAK RAMNATH RAIDAAS KE KHET SE BIBIPUR NAHAR PULL VIDHAYAK NIDHI KHADANJA TAK DAMIRIKARAN KARYA,VIKAS KHAND DALMAU MAI PAKKI SADAK RAMNATH RAIDAAS KE KHET SE BIBIPUR NAHAR PULL VIDHAYAK NIDHI KHADANJA TAK DAMIRIKARAN KARYA,Please refer Tender documents. ,NA ,"16,79,000",Civil Works,NA ,Tender,90.0,90.0,DALMAU,229001.0,NA ,NA ,NA ,EERED RBL,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE RAEBARELI,360/EE/RED/RBLDT29.04.2026,2026_REDUP_1147726_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,EERED,Internal,,Neelabh Krishna,24-Jun-2026 05:15 PM,30-Jun-2026 12:30 PM,techsummary_2147656.pdf (305.64 KB),Finance,FINANCIAL,DEEPAK SINGH,30-Jun-2026 01:58 PM,,BOQ Comparative Chart,EERED RBL,Internal,,DEEPAK SINGH,04-Jul-2026 12:09 PM,finsummary_2147656.pdf (100.94 KB),Technical,TECHNICAL,Neelabh Krishna,15-Jun-2026 01:00 PM,,1.0,6149492.0,RAMNARAYAN ENTERPRISES,INR,"1,421,156.78",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE RAEBARELI,2026_REDUP_1147726_4,360/EE/RED/RBLDT29.04.2026,VIKAS KHAND DALMAU MAI PAKKI SADAK RAMNATH RAIDAAS KE KHET SE BIBIPUR NAHAR PULL VIDHAYAK NIDHI KHADANJA TAK DAMIRIKARAN KARYA,1,6153098,M/S ASHA CONSTRUCTION,29-May-2026 11:53 PM,Rejected-Finance,L2,04-Jul-2026 12:09 PM,16-Jul-2026,"INR 1,421,156.78",90.0,DEEPAK SINGH,20-Jul-2026 04:22 PM,BLANKPDF.pdf (136.00 KB),AOC
,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6149492,RAMNARAYAN ENTERPRISES,29-May-2026 06:30 PM,Accepted-AOC,L1,20-Jul-2026 04:22 PM,,,,,,,AOC
