Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,2026_UPPRC_1117408_3,32/PCL/GM/Zone-6/Noida/2025-26 DT 16.02.2026,"Supply, Installation, Testing and Commissioning of Fire Fighting works at Government Medical College Meerut District Meerut",1.0,6124036.0,M/S MANISH SINGH,INR,"58,345,112",1,6123630,KRISHNA REFRIGERATION,18-May-2026 11:50 AM,Rejected-Technical,Technically Not Qualify,09-Jun-2026 01:20 PM,22-Jun-2026,"INR 58,345,112",545.0,Karmendra Kumar Agrawal,14-Jul-2026 12:43 PM,MRTFIRE.pdf (604.00 KB),"Rs. 6,88,47,232.00 with GST",1.0,Tender Revocation,Unavoidable reasons tender Revoke,09-Jun-2026 12:59 PM,32032.pdf ,407.06,Technical Opening,General Manager Zone-6 Noida,Internal,General Manager Zone-4 Agra Project Manager Unit 33 Meerut Accountant Unit 33 Meerut,Karmendra Kumar Agrawal,12-Jun-2026 04:25 PM,finsummary_2140634.pdf (431.49 KB),Technical,Three Bids are received. Single bid is found Technically qualified,Karmendra Kumar Agrawal,09-Jun-2026 01:16 PM,technical_2140634.pdf,General Manager Zone-6 Noida,Internal,General Manager Zone-4 Agra Project Manager Unit 33 Meerut Accountant Unit 33 Meerut,Karmendra Kumar Agrawal,09-Jun-2026 01:20 PM,09-Jun-2026 01:25 PM,techsummary_2140634.pdf (431.49 KB),Finance,Technically Qualified bidders bids opened. M/s MANISH SINGH amount Rupees 58345112.470,Karmendra Kumar Agrawal,12-Jun-2026 04:20 PM,finance_2140634.pdf,BOQ Comparative Chart,AOC,1.0,SBI Bank,"Supply, Installation, Testing and Commissioning of Fire Fighting works at Government Medical College Meerut District Meerut","Supply, Installation, Testing and Commissioning of Fire Fighting works at Government Medical College Meerut District Meerut",Please refer Tender documents. ,NA ,"7,10,13,000",Civil Works - Others,NA ,Tender,90.0,545.0,Government Medical College Meerut District Meerut,250004.0,NA ,NA ,NA ,"K-2, Sector-116, Noida Gautambudha Nagar",No ,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,32/PCL/GM/Zone-6/Noida/2025-26 DT 16.02.2026,2026_UPPRC_1117408_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,05-May-2026 09:00 AM,18-May-2026 03:00 PM,05-May-2026 09:00 AM,18-May-2026 02:00 PM,NA ,NA ,05-May-2026 09:00 AM,18-May-2026 02:00 PM,09-Jun-2026 01:25 PM,"14,21,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,"General Manager, UPPCL, Zone-6 Noida","K-2, Sector-116, Noida Gautambudha Nagar","17,700",Nil,Nil,No,AOC
,,,,,,,,,2,6124036,M/S MANISH SINGH,18-May-2026 12:00 PM,Accepted-AOC,First Lowest,14-Jul-2026 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,AOC
,,,,,,,,,3,6123960,MULTICARE ENGINEERS,18-May-2026 11:50 AM,Rejected-Technical,Technically Not Qualify,09-Jun-2026 01:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
