EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"45,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,03-Jun-2026 12:00 PM,10-Jun-2026 05:00 PM,03-Jun-2026 12:00 PM,10-Jun-2026 03:00 PM,NA ,NA ,03-Jun-2026 12:00 PM,10-Jun-2026 03:00 PM,23-Jun-2026 09:00 AM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-10 Kanpur,03/PM-10/UPPCL/2026-27/Dated 30-05-2026,2026_UPPRC_1156620_17,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of CC road in Gram Panchayat Banda of Block Sumerpur and Construction of Nala in village Gadha of Block Maudha in District Hamirpur.,Construction of CC road in Gram Panchayat Banda of Block Sumerpur and Construction of Nala in village Gadha of Block Maudha in District Hamirpur.,Construction of CC road in Gram Panchayat Banda of Block Sumerpur and Construction of Nala in village Gadha of Block Maudha in District Hamirpur. ,NA ,,Road Works,CC Road ,Tender,90.0,90.0,HAMIRPUR,210301.0,NA ,NA ,NA ,"PM,UNIT-10,UPPCL",No ,No,"5,900",Nil,Nil,No,"PM,UNIT-10,UPPCL","Project Manager, U.P. Projects Corporation Ltd., Unit-10, Udayog Kunj Road Near Haluwakhada (Rajwaha) Nauraiya Kheda (Nahar Kothi), Dada Nagar, Kanpur",1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,AOC,Finance,Summary1156620_17,SATYA PRIYA,01-Jul-2026 09:47 AM,finance_2167275.pdf,BOQ Comparative Chart,"PM,UNIT-10,KANPUR",Internal,"PM,UNIT-13,BANDA,ACCT.,UNIT-10,KANPUR",SATYA PRIYA,01-Jul-2026 09:50 AM,finsummary_2167275.pdf (1085.84 KB),1.0,6178273.0,SHIV CONSTRUCTION,INR,"2,269,083.26",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-10 Kanpur,2026_UPPRC_1156620_17,03/PM-10/UPPCL/2026-27/Dated 30-05-2026,Construction of CC road in Gram Panchayat Banda of Block Sumerpur and Construction of Nala in village Gadha of Block Maudha in District Hamirpur.,1,6177995,AVADHESH CONSTRUCTION,09-Jun-2026 02:54 PM,Rejected-Finance,L2,01-Jul-2026 09:50 AM,"PM,UNIT-10,KANPUR",Internal,"PM,UNIT-13,BANDA,ACCT.,UNIT-10,KANPUR",SATYA PRIYA,22-Jun-2026 11:21 PM,23-Jun-2026 09:00 AM,techsummary_2167275.pdf (1085.84 KB),01-Jul-2026,"INR 2,269,083.26",90.0,SATYA PRIYA,08-Jul-2026 10:13 AM,AOC1156620_17.pdf (130.00 KB),LOWES BIDDER,Technical,Summary1156620_17,SATYA PRIYA,22-Jun-2026 09:17 PM,technical_2167275.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,6178273,SHIV CONSTRUCTION,09-Jun-2026 05:59 PM,Accepted-AOC,L1,08-Jul-2026 10:13 AM,,,,,,,,,,,,,,,,,,,,AOC
