Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
13-Jul-2026,"INR 4,055,833",90.0,RAJESH KUMAR,16-Jul-2026 04:43 PM,SH4.pdf (438.00 KB),"AOC OF THE WORK - Interlocking work in Village Padri, Development Block Madnapur, extending from near Ramveer Singh house, passing through the Martyr Sudhir Singh Memorial Site, up to the residence of",1,6145876,M/S SHRI SAI CONSTRUCTIONS & GENRAL ORDER SUPPILER,27-May-2026 04:02 PM,Accepted-AOC,DUE TO LOWER RATE,16-Jul-2026 04:43 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE,2026_REDUP_1147416_4,23/RED/Nivida file Shahjahanpur/E Nivida/2026-27 dated 02-04-2026,"Interlocking work in Village Padri, Development Block Madnapur, extending from near Ramveer Singh house, passing through the Martyr Sudhir Singh Memorial Site, up to the residence of Yash Pal Singh (Former Village Head).",1.0,6145876.0,M/S SHRI SAI CONSTRUCTIONS & GENRAL ORDER SUPPILER,INR,"4,055,833",Technical,BID OPEN,RAJESH KUMAR,09-Jun-2026 08:04 PM,technical_2146665.pdf,SEREDCIRCLEBAREILLY,Internal,SEREDCIRCLEBAREILYEEREDDIVSIONSHAHJAHANPUREEREDDIVISIONPILIBHITDAOREDDIVISIONSHAHJAHANPUR,RAJESH KUMAR,26-Aug-2026 02:05 AM,finsummary_2146665.pdf (977.56 KB),Finance,financial bid open,RAJESH KUMAR,26-Jun-2026 01:17 PM,finance_2146665.pdf,BOQ Comparative Chart,SEREDCIRCLEBAREILLY,Internal,SEREDCIRCLEBAREILLYEEREDDIVISIONSHAHJAHANPUREEREDDIVISIONPILIBHITDAOREDDIVISIONSHAHJAHANPUR,RAJESH KUMAR,09-Jun-2026 08:09 PM,16-Jun-2026 12:30 PM,techsummary_2146665.pdf (647.03 KB),AOC,"69,000",No,fixed,,Nil,Nil,"Interlocking work in Village Padri, Development Block Madnapur, extending from near Ramveer Singh house, passing through the Martyr Sudhir Singh Memorial Site, up to the residence of Yash Pal Singh (Former Village Head).","Interlocking work in Village Padri, Development Block Madnapur, extending from near Ramveer Singh house, passing through the Martyr Sudhir Singh Memorial Site, up to the residence of Yash Pal Singh (Former Village Head).",Please refer Tender documents. ,NA ,"34,39,000",Civil Works - Roads,NA ,Tender,90.0,90.0,MADNAPUR SHAHJAHANPUR,242301.0,SE RED CIRCLE BAREILLY OFFICE ,SE RED CIRCLE BAREILLY OFFICE ,13-May-2026 12:00 PM ,SE RED CIRCLE BAREILLY OFFICE,No ,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,1.0,SBI Bank,12-May-2026 10:00 AM,28-May-2026 04:00 PM,12-May-2026 10:00 AM,28-May-2026 12:00 PM,NA ,NA ,12-May-2026 10:00 AM,28-May-2026 12:00 PM,16-Jun-2026 12:30 PM,SE RED CIRCLE BAREILLY,SE RED CIRCLE BAREILLY OFFICE,"2,354",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE,23/RED/Nivida file Shahjahanpur/E Nivida/2026-27 dated 02-04-2026,2026_REDUP_1147416_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,2,6147673,Rakesh Kumar Pathak,28-May-2026 07:24 AM,Rejected-Finance,due to higher rate,26-Jun-2026 01:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
