Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,01-Jun-2026 05:19 PM,01-Jun-2026 06:00 PM,techsummary_2153556.pdf (942.12 KB),03-Jul-2026,"INR 3,809,807.77",90.0,GIRISH KUMAR,03-Jul-2026 05:30 PM,29.pdf (142.00 KB),Technical,Bid Opening Summary,Praveen Kumar,30-May-2026 08:36 AM,,1.0,6140047.0,DHARMEDNRA KUMAR RAO,INR,"3,809,807.77",EE RED KUSHINAGAR,Internal,,GIRISH KUMAR,03-Jul-2026 05:18 PM,finsummary_2153556.pdf (142.16 KB),Finance,Bid Opening Summary,Praveen Kumar,05-Jun-2026 02:22 PM,,BOQ Comparative Chart,1,6140047,DHARMEDNRA KUMAR RAO,28-May-2026 12:15 PM,Accepted-AOC,L1,03-Jul-2026 05:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1150065_29,2742/EE TENDER/KUSHINAGAR,Vikas Khand Tamkuhiraj ke Gram Sabha Puraina Katiya mein Soharan ke ghar se Nitesh Kushwaha ke ghar tak CC road ka nirman karya.,AOC,1.0,SBI Bank,22-May-2026 09:00 AM,29-May-2026 03:00 PM,22-May-2026 09:00 AM,29-May-2026 12:00 PM,NA ,NA ,22-May-2026 09:00 AM,29-May-2026 12:00 PM,01-Jun-2026 06:00 PM,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,EE RED KUSHINAGAR,EE RED KUSHINAGAR,"2,336",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2742/EE TENDER/KUSHINAGAR,2026_REDUP_1150065_29,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"77,000",No,fixed,,Nil,Nil,Vikas Khand Tamkuhiraj ke Gram Sabha Puraina Katiya mein Soharan ke ghar se Nitesh Kushwaha ke ghar tak CC road ka nirman karya.,Vikas Khand Tamkuhiraj ke Gram Sabha Puraina Katiya mein Soharan ke ghar se Nitesh Kushwaha ke ghar tak CC road ka nirman karya.,Please refer Tender documents. ,NA ,"38,45,000",Civil Works,NA ,Tender,90.0,90.0,WORK,274403.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6140068,MAHI ENTERPRISES,28-May-2026 12:45 PM,Rejected-Finance,L2,03-Jul-2026 05:18 PM,,,,,AOC,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
