Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Technical,final,RAJNEESH KUMAR,04-Jul-2026 06:44 PM,,27-Jul-2026,"INR 2,026,290",90.0,RAJNEESH KUMAR,27-Jul-2026 04:44 PM,PRATAPPURA.pdf (295.00 KB),FINAL,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,04-Jul-2026 06:47 PM,10-Jul-2026 12:30 PM,techsummary_2151171.pdf (701.14 KB),1,6171701,M/S MAA SHAKUNTALA CONSTRUCTION,07-Jun-2026 08:04 AM,Rejected-Finance,N,27-Jul-2026 04:36 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1148834_27,85/RED/Tender/2025-26 Dated-08.04.2026,Pratappura Nagra main sakysvar samaj ke prangan ke pass sarvajanik karikramo ke ayojan hetu ek hall ka nirman karya,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,27-Jul-2026 04:36 PM,finsummary_2151171.pdf (295.20 KB),Finance,FINAL,RAJNEESH KUMAR,27-Jul-2026 04:34 PM,,BOQ Comparative Chart,1.0,6171680.0,RAMA SHARMA AND ASSOCIATES,INR,"2,026,290",AOC,1.0,date extand,Date,,"41,000",Yes,fixed,,Nil,Nil,16-May-2026 09:00 AM,08-Jun-2026 03:30 PM,16-May-2026 09:00 AM,08-Jun-2026 12:00 PM,NA ,NA ,16-May-2026 09:00 AM,08-Jun-2026 12:00 PM,10-Jul-2026 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,85/RED/Tender/2025-26 Dated-08.04.2026,2026_REDUP_1148834_27,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,854.0,Nil,Nil,No,1.0,SBI Bank,Pratappura Nagra main sakysvar samaj ke prangan ke pass sarvajanik karikramo ke ayojan hetu ek hall ka nirman karya,Pratappura Nagra main sakysvar samaj ke prangan ke pass sarvajanik karikramo ke ayojan hetu ek hall ka nirman karya,Please refer Tender documents. ,NA ,"20,39,000",Civil Works,NA ,Tender,90.0,90.0,Pratappura Nagra main sakysvar samaj ke prangan ke,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,EE RED Jhansi,EE RED Jhansi,1,Fee/PreQual/Technical,.pdf,sbd,AOC
,,,,,,,,,,,,,,,,,,,2,6171680,RAMA SHARMA AND ASSOCIATES,07-Jun-2026 09:01 AM,Accepted-AOC,Y,27-Jul-2026 04:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,AOC
