Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
01-Jun-2026 10:00 AM,08-Jun-2026 02:30 PM,01-Jun-2026 10:00 AM,08-Jun-2026 12:00 PM,NA ,NA ,01-Jun-2026 10:00 AM,08-Jun-2026 12:00 PM,15-Jun-2026 12:00 PM,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,135/NIVIDA AGRA/2026-27 dt 22.5.2026,2026_REDUP_1155187_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,gram ka name nainana jaat block baruli aheer sadar jila agra mai silver gold colony mai swami dham churahae tak sadak nirmam karya,gram ka name nainana jaat block baruli aheer sadar jila agra mai silver gold colony mai swami dham churahae tak sadak nirmam karya,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,AGRA,282002.0,NA ,NA ,NA ,S.E.RED OFFICE AGRA,No ,No,S.E.RED OFFICE AGRA,S.E.RED OFFICE AGRA,"2,354",Nil,Nil,No,"1,72,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,SBD,AOC,Technical,Summary,Komal Agarwal,09-Jun-2026 05:39 PM,,SE RED,Internal,,Dinesh Singh,13-Jul-2026 10:23 PM,finsummary_2163964.pdf (61.88 KB),Finance,ALL BID ADMITTED,Dinesh Singh,16-Jun-2026 06:10 PM,,BOQ Comparative Chart,SERED,Internal,,Dinesh Singh,12-Jun-2026 11:42 PM,15-Jun-2026 12:00 PM,techsummary_2163964.pdf (85.16 KB),22-Jul-2026,"INR 8,554,540.13",120.0,Dinesh Singh,22-Jul-2026 01:03 PM,AOC.pdf (18.00 KB),AOC,1,6162703,M/S SAI ENTERPRISES,03-Jun-2026 10:40 AM,Accepted-AOC,AOC,22-Jul-2026 01:03 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,2026_REDUP_1155187_3,135/NIVIDA AGRA/2026-27 dt 22.5.2026,gram ka name nainana jaat block baruli aheer sadar jila agra mai silver gold colony mai swami dham churahae tak sadak nirmam karya,1.0,6162703.0,M/S SAI ENTERPRISES,INR,"8,554,540.13",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6162766,TANYA CONSTRUCTION,04-Jun-2026 04:46 PM,Rejected-Finance,L2,13-Jul-2026 10:23 PM,,,,,,,,,,AOC
