Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
11-Mar-2026 06:55 PM,07-Apr-2026 11:00 AM,11-Mar-2026 06:55 PM,06-Apr-2026 05:00 PM,NA ,NA ,11-Mar-2026 06:55 PM,06-Apr-2026 05:00 PM,03-Jun-2026 04:35 PM,1.0,Corrigendum 2,Date,,"37,500",No,fixed,,Nil,Nil,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,SBI Bank,Patch Repair work of internal roads in sector -33 YEIDA.WC-03,Patch Repair work of internal roads in sector -33 YEIDA.WC-03,Please refer Tender documents. ,NA ,"18,72,347",Civil Works,NA ,Tender,90.0,30.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,840.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2026/480 DT-27/02/2026,2026_YEIDA_1122864_30,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC,Yamuna Expressway Industrial Development Authority,2026_YEIDA_1122864_30,YEA/GM(PROJECT)/2026/480 DT-27/02/2026,Patch Repair work of internal roads in sector -33 YEIDA.WC-03,1.0,6025586.0,M/S Shokeen Construction,01-Apr-2026 04:12 PM,Rejected-Finance,L3,10-Jun-2026 07:13 PM,Committee,Internal,Committee,RAJENDRA SINGH BHATI,10-Jun-2026 07:13 PM,finsummary_2093449.pdf (760.48 KB),Finance,UN,RAJENDRA SINGH BHATI,10-Jun-2026 07:11 PM,,BOQ Comparative Chart,1.0,5989220.0,M/S S M CONSTRUCTION,INR,"1,848,006.73",Technical,under,RAJENDRA SINGH BHATI,03-Jun-2026 04:28 PM,,10-Jun-2026,"INR 1,848,006.73",30.0,VIKAS KUMAR,06-Jul-2026 05:38 PM,SM.pdf (163.00 KB),AOC,Committee,Internal,Committee,RAJENDRA SINGH BHATI,03-Jun-2026 04:31 PM,03-Jun-2026 04:35 PM,techsummary_2093449.pdf (886.15 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,AOC,,,,,2.0,5989220.0,M/S S M CONSTRUCTION,01-Apr-2026 04:55 PM,Accepted-AOC,L1,06-Jul-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,AOC,,,,,3.0,6013733.0,NAVDURGA BUILDCON Pvt. Ltd.,27-Mar-2026 03:45 PM,Rejected-Finance,L2,10-Jun-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
