Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
E.E.Nuzhat parveen,Internal,"A.E.RED, D.A.O. RED",MUKESH VERMA,04-Jul-2026 03:51 PM,09-Jul-2026 10:00 AM,techsummary_2179124.pdf (293.20 KB),Technical,All bids admitted,Nuzahat Parveen,03-Jul-2026 04:25 PM,,15-Jul-2026,"INR 188,134",60.0,Nuzahat Parveen,27-Jul-2026 10:52 AM,LIGHT_0001.pdf (227.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,2026_REDUP_1162515_16,724/E.E./RED/03-06-2026,Installation work of high mast lights at Village Nagla Banndal sant siyaram ji ki samadhi sthal ashram village Gopalpue G.P. Isai Gopalpur,1,6230136,M/s Mani Construction,03-Jul-2026 11:40 AM,Accepted-AOC,L-1,27-Jul-2026 10:52 AM,E.E. Nuzhat Parveen,Internal,"A.E.RED, D.A.O.RED",Nuzahat Parveen,13-Jul-2026 01:48 PM,finsummary_2179124.pdf (346.44 KB),Finance,All bids admitted,Nuzahat Parveen,09-Jul-2026 04:41 PM,,BOQ Comparative Chart,1.0,6230136.0,M/s Mani Construction,INR,"188,134",AOC,559.0,Nil,Nil,No,"4,000",Yes,fixed,,Nil,Nil,22-Jun-2026 10:50 AM,03-Jul-2026 12:30 PM,22-Jun-2026 10:50 AM,03-Jul-2026 12:00 PM,NA ,NA ,22-Jun-2026 10:50 AM,03-Jul-2026 12:00 PM,09-Jul-2026 10:00 AM,1.0,SBI Bank,Installation work of high mast lights at Village Nagla Banndal sant siyaram ji ki samadhi sthal ashram village Gopalpue G.P. Isai Gopalpur,Installation work of high mast lights at Village Nagla Banndal sant siyaram ji ki samadhi sthal ashram village Gopalpue G.P. Isai Gopalpur,Please refer Tender documents. ,NA ,"1,88,416",Civil Works - Roads,NA ,Tender,90.0,60.0,Mainpuri,205001.0,NA ,NA ,NA ,Vikas bhawan Mainpuri,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,724/E.E./RED/03-06-2026,2026_REDUP_1162515_16,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,Executive engineer,Executive engineer R.E.D. Vikas bhawan Mainpuri,1.0,Fee/PreQual/Technical,.pdf,Financial bid,AOC
,,,,,,,,,,,,,,,,,,,,,,2,6229410,M/s SHRI GANESH CONSTRUCTION AND SUPPLIERS,03-Jul-2026 10:05 AM,Rejected-Finance,L-2,13-Jul-2026 01:48 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,AOC
,,,,,,,,,,,,,,,,,,,,,,3,6229342,shri manoj yadav,02-Jul-2026 10:10 PM,Rejected-Finance,L-3,13-Jul-2026 01:48 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
