EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"33,000",No,fixed,,Nil,Nil,1.0,SBI Bank,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-16 Mirzapur,05/PM-16/UPPCL/2025-26,2026_UPPRC_1134011_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,CONSTRUCTION OF PHYSICS/CHEMESTRY LAB AND DRINKING WATER POST AT RAJKIYA BALIKA HIGH SCHOOL HINAUTI DISTT-SONEBHADRA,CONSTRUCTION OF PHYSICS/CHEMESTRY LAB AND DRINKING WATER POST AT RAJKIYA BALIKA HIGH SCHOOL HINAUTI DISTT-SONEBHADRA,as per BID Document ,NA ,"16,54,000",Civil Works,NA ,Tender,90.0,180.0,HINAUTI DISTT-SONEBHADRA,231216.0,NA ,NA ,NA ,Mirzapur,No ,No,1,Fee/PreQual/Technical,.pdf,BID Document,"5,900",Nil,Nil,No,Project Manager Unit-16,"Office of The Project Manager Unit-16, Near Suzuki Bike Agency, Patel Chauraha Bharuhana Mirzapur",07-Apr-2026 10:00 AM,13-Apr-2026 04:00 PM,07-Apr-2026 10:00 AM,13-Apr-2026 02:00 PM,NA ,NA ,07-Apr-2026 10:00 AM,13-Apr-2026 02:00 PM,24-Apr-2026 06:00 PM,AOC,Finance,Enclosed,ANIL KUMAR SINGH,09-Jul-2026 08:15 AM,finance_2116770.pdf,BOQ Comparative Chart,Project Manager Unit-16,Internal,"Project Manager Unit-16, Project Manager Unit-2, Accountant",ANIL KUMAR SINGH,24-Apr-2026 05:52 PM,24-Apr-2026 06:00 PM,techsummary_2116770.pdf (530.97 KB),Technical,Enclosed,ANIL KUMAR SINGH,24-Apr-2026 05:36 PM,technical_2116770.pdf,Project Manager Unit-16,Internal,"Project Manager Unit-16, Project Manager Unit-02, Accountant",ANIL KUMAR SINGH,09-Jul-2026 08:20 AM,finsummary_2116770.pdf (1471.88 KB),09-Jul-2026,"INR 1,648,745.72",130.0,ANIL KUMAR SINGH,09-Jul-2026 08:23 AM,Hinouti_POW.pdf (835.00 KB),1.0,6036839.0,PRAMOD KUMAR SINGH,INR,"1,648,745.72",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-16 Mirzapur,2026_UPPRC_1134011_2,05/PM-16/UPPCL/2025-26,CONSTRUCTION OF PHYSICS/CHEMESTRY LAB AND DRINKING WATER POST AT RAJKIYA BALIKA HIGH SCHOOL HINAUTI DISTT-SONEBHADRA,1,6040303,M/S DINESH NARAYAN MISHRA,10-Apr-2026 08:35 PM,Rejected-AOC,L2 Firm,09-Jul-2026 08:23 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6036839,PRAMOD KUMAR SINGH,09-Apr-2026 08:42 PM,Accepted-AOC,L1 Firm,09-Jul-2026 08:23 AM,AOC
